a_lot,device,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,ship_package,die_size_code,transistor_type
441888,ZXMP6A17G,UMOS,SMD,SOT223,CU,TA,74452.0,74304,116.0,557.0,73631,0.9909426141257537,2018-07-23,TA,E   ,pMOSe
441886,ZXMP6A13G,UMOS,SMD,SOT223,AU,TA,98878.0,98064,65.0,186.0,97813,0.9974404470549845,2018-08-02,TA,B,pMOSe
441885S,ZXMN6A09G,UMOS,SMD,SOT223,CU,TA,77683.0,77464,47.0,1168.0,76249,0.9843152948466385,2018-07-18,TA,F   ,nMOSe
441884,ZVNL110G,MOSFET-M,SMD,SOT223,CU,TA,39063.0,38858,801.0,831.0,37226,0.9580009264501518,2018-07-12,TA,C   ,nMOSe
441883,ZVN4206G,MOSFET-M,SMD,SOT223,CU,TA,66840.0,66672,1740.0,437.0,64495,0.9673476121910247,2018-07-12,TA,C   ,nMOSe
441882,ZVN2110G,MOSFET-M,SMD,SOT223,CU,TA,67320.0,66960,308.0,404.0,66248,0.9893667861409797,2018-07-09,TA,C   ,nMOSe
441856,ZVN2106G,MOSFET-M,SMD,SOT223,CU,TA,80784.0,79920,1810.0,468.0,77642,0.9714964964964965,2018-07-13,TA,C   ,nMOSe
441855,FZT953,HT,SMD,SOT223,CU,TA,135500.0,135318,530.0,218.0,134570,0.9944722801105544,2018-07-17,TA,E   ,pnp
441854,FZT851,HT,SMD,SOT223,CU,TA,102980.0,102344,2174.0,1595.0,98575,0.9631732197295396,2018-07-12,TA,E   ,npn
441853,FZT1151A,HT,SMD,SOT223,CU,TA,80793.0,80240,1608.0,1174.0,77458,0.9653290129611166,2018-07-11,TA,D   ,pnp
441852,FZT605,MT,SMD,SOT223,CU,TA,121015.0,120384,708.0,1185.0,118491,0.9842753189792663,2018-07-23,TA,C   ,npn
441851,FZT605,MT,SMD,SOT223,CU,TA,147015.0,146592,1845.0,499.0,144248,0.9840100414756603,2018-07-23,TA,C   ,npn
441850,FZT605,MT,SMD,SOT223,CU,TA,117779.0,118080,908.0,828.0,116344,0.9852981029810298,2018-07-18,TA,C   ,npn
441849,FZT605,MT,SMD,SOT223,CU,TA,225476.0,226512,1312.0,1599.0,223601,0.9871485837394929,2018-07-17,TA,C   ,npn
441848,BSP75G,SVMOS,SMD,SOT223,AU,TA,124388.0,107425,252.0,680.0,106493,0.991324179660228,2018-07-04,TA,E   ,
441740,ZXTN25100BFH,SS6,SMD,LFSOT23,AU,TA,68493.0,68620,14771.0,196.0,53653,0.7818857475954533,2018-07-17,TA,B   ,
441739,ZXTN25040DFH,SS6,SMD,LFSOT23,AU,TA,34982.0,34755,63.0,168.0,34524,0.9933534743202417,2018-07-16,TA,B   ,
441738,ZXTN25020BFH,SS6,SMD,LFSOT23,AU,TA,23671.0,23417,1968.0,264.0,21185,0.9046846308237605,2018-07-16,TA,B   ,
441737,ZXRE4041CF,IC,SMD,SOT23,AU,TA,153515.0,152223,171.0,6.0,152046,0.9988372322185215,2018-07-12,TA,B   ,
441736,ZXRE125EF,IC,SMD,SOT23,AU,TA,42022.0,41943,27.0,3.0,41913,0.9992847435805736,2018-07-11,TA,B   ,
441735,ZXRE1004EF,IC,SMD,SOT23,AU,TA,63200.0,62946,17.0,2.0,62927,0.9996981539732469,2018-07-13,TA,B   ,
441734,ZRC500F01,IC,SMD,SOT23,AU,TA,21185.0,21437,204.0,26.0,21207,0.9892708867845315,2018-07-02,TA,F   ,
441733,ZRC330F01,IC,SMD,SOT23,AU,TA,40241.0,40060,1293.0,9.0,38758,0.9674987518721917,2018-07-10,TA,B   ,
441732,ZMR330F,IC,SMD,LFSOT23,AU,TA,285350.0,280990,5177.0,3504.0,272309,0.9691056621232073,2018-07-16,TA,B   ,
441731,ZHT431F02,IC,SMD,LFSOT23,AU,TA,60247.0,59890,8.0,81.0,59801,0.998513942227417,2018-07-12,TA,B   ,
441730,ZXTP25100CFH,SS6,SMD,LFSOT23,AU,TA,47300.0,46605,1034.0,512.0,45059,0.9668275936058363,2018-07-17,TA,B   ,
441729,ZXTP2094FQ,HT,SMD,SOT23,AU,TA,63661.0,62086,459.0,572.0,61055,0.9833940018683761,2018-07-05,TA,A   ,pnp
441728,ZXMP10A13F,UMOS,SMD,SOT23,CU,TC,59368.0,58780,58.0,81.0,58641,0.9976352500850629,2018-07-05,TC,B   ,pMOSe
441727,ZXMP10A13FQ,UMOS,SMD,SOT23,AU,TA,296242.0,295056,1383.0,441.0,293232,0.9938181226614609,2018-07-10,TA,B   ,pMOSe
441726,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,195962.0,196624,71.0,269.0,196284,0.9982708112946538,2018-07-04,TA,B   ,pMOSe
441725,ZXMN3B14F,UMOS,SMD,LFSOT23,AU,TA,44516.0,18330,101.0,764.0,17465,0.952809601745772,2018-08-23,TA,C   ,
441724,FMMT619Q,ST,SMD,SOT23,AU,TA,19336.0,18600,61.0,51.0,18488,0.993978494623656,2018-07-05,TA,B   ,npn
441723,FMMT491,HT,SMD,SOT23,CU,TA,258087.0,257789,935.0,348.0,256506,0.9950230614960297,2018-07-06,TA,A   ,npn
441722,FMMT491,HT,SMD,SOT23,CU,TA,258196.0,257710,808.0,309.0,256593,0.9956656707151449,2018-07-05,TA,A   ,npn
441721,FMMT489,HT,SMD,SOT23,CU,TA,256699.0,255270,195.0,987.0,254088,0.9953696086496651,2018-07-23,TA,A   ,npn
441720,FMMT489,HT,SMD,SOT23,CU,TA,248489.0,247987,187.0,278.0,247522,0.9981249017085573,2018-07-10,TA,A   ,npn
441719,FMMT459Q,VT,SMD,SOT23,AU,TA,199470.0,198130,752.0,174.0,197204,0.9953263009135416,2018-07-13,TA,B   ,npn
441718,FMMT459Q,VT,SMD,SOT23,AU,TA,199254.0,198520,863.0,433.0,197224,0.9934716905097724,2018-07-11,TA,B   ,npn
441717,ZTX558,LT,SMD,ELineX (STZ),AU,STZ,64770.0,63964,11195.0,306.0,52463,0.8201957351009943,2018-08-10,STZ,A   ,pnp
441489,ZXMS6002G,SVMOS,SMD,SOT223,AU,TA,19923.0,16848,3152.0,179.0,13517,0.8022910731244065,2018-07-27,TA,E   ,
441488S,ZXMP6A17G,UMOS,SMD,SOT223,AU,TA,178389.0,179808,13.0,2208.0,177587,0.9876479355757252,2018-07-16,TA,E   ,pMOSe
441487S,ZXMP6A17G,UMOS,SMD,SOT223,AU,TA,74758.0,74639,,425.0,74214,0.9943059258564557,2018-07-11,TA,E   ,pMOSe
441486,ZXMP10A17G,UMOS,SMD,SOT223,AU,TA,54817.0,56736,32.0,718.0,55986,0.9867808798646363,2018-07-27,TA,E   ,
441485,ZX5T955G,HT,SMD,SOT223,AU,TA,104208.0,103776,2018.0,1910.0,99848,0.9621492445266728,2018-07-31,TA,D,
441484,ZVP4424G,MOSFET-H,SMD,SOT223,CU,TA,104092.0,103978,204.0,1439.0,102335,0.9841985804689454,2018-07-12,TA,D   ,pMOSe
441483,ZVN4206G,MOSFET-M,SMD,SOT223,CU,TA,53472.0,53275,2673.0,506.0,50096,0.9403284842796809,2018-07-11,TA,C   ,nMOSe
441482,ZVN2110G,MOSFET-M,SMD,SOT223,CU,TA,53856.0,53735,496.0,508.0,52731,0.9813157160137713,2018-07-04,TA,C   ,nMOSe
441480,ZVN2106G,MOSFET-M,SMD,SOT223,CU,TA,53856.0,53408,545.0,498.0,52365,0.9804710904733374,2018-07-04,TA,C   ,nMOSe
441479,FZT968,HT,SMD,SOT223,CU,TA,106996.0,106189,1063.0,1815.0,103311,0.9728973810846698,2018-07-13,TA,E   ,pnp
441478,FZT953Q,HT,SMD,SOT223,AU,TA,26060.0,25344,364.0,458.0,24522,0.9675662878787878,2018-07-27,TA,E   ,pnp
441477,FZT951,HT,SMD,SOT223,CU,TA,124374.0,124560,1298.0,1816.0,121446,0.975,2018-07-10,TA,E   ,pnp
441476,FZT855,HT,SMD,SOT223,CU,TA,46335.0,44924,722.0,1079.0,43123,0.9599100703410204,2018-07-11,TA,E   ,npn
441474,FZT849,HT,SMD,SOT223,CU,TA,65000.0,64798,3059.0,556.0,61183,0.944211241087688,2018-07-13,TA,E   ,npn
441473,FZT796A,MT,SMD,SOT223,AU,TA,24000.0,26064,618.0,156.0,25290,0.9703038674033149,2018-07-26,TA,C   ,pnp
441472,FZT790A,MT,SMD,SOT223,CU,TA,38829.0,38735,37.0,78.0,38620,0.997031108816316,2018-07-06,TA,C   ,pnp
441471,FZT757,MT,SMD,SOT223,AU,TA,35000.0,39017,1279.0,350.0,37388,0.9582489683983905,2018-07-31,TA,C   ,pnp
441470,FZT753,MT,SMD,SOT223,CU,TA,90766.0,93126,255.0,473.0,92398,0.9921826342804373,2018-07-11,TA,C   ,pnp
441469,FZT751,MT,SMD,SOT223,CU,TA,244250.0,243258,366.0,2501.0,240391,0.9882141594521043,2018-07-09,TA,C   ,pnp
441468,FZT751,MT,SMD,SOT223,CU,TA,207567.0,206161,712.0,714.0,204735,0.9930830758484873,2018-07-05,TA,C   ,pnp
441467,FZT696B,MT,SMD,SOT223,AU,TA,55730.0,56016,161.0,548.0,55307,0.987342902027992,2018-07-19,TA,C   ,npn
441466,FZT694B,MT,SMD,SOT223,CU,TA,38732.0,38590,140.0,171.0,38279,0.9919409173360975,2018-07-12,TA,C   ,npn
441465,FZT690B,MT,SMD,SOT223,CU,TA,25864.0,25775,101.0,101.0,25573,0.9921629485935984,2018-07-13,TA,C   ,npn
441464,FZT603,MT,SMD,SOT223,CU,TA,80190.0,83814,471.0,666.0,82677,0.986434247261794,2018-07-05,TA,C   ,npn
441463,FZT458Q,LT,SMD,SOT223,AU,TA,31207.0,30693,53.0,37.0,30603,0.997067735314241,2018-07-18,TA,A   ,npn
441462,FZT1151A,HT,SMD,SOT223,CU,TA,53862.0,53629,1706.0,829.0,51094,0.9527307986350668,2018-07-12,TA,D   ,pnp
441461,BSP75N,SVMOS,SMD,SOT223,AU,TA,93773.0,92032,534.0,853.0,90645,0.9849291550764951,2018-07-10,TA,E   ,
441454,ZXTP25020BFH,SS6,SMD,LFSOT23,AU,TA,70086.0,72017,2091.0,136.0,69790,0.9690767457683602,2018-07-02,TA,B   ,
441453,ZXTP2025F,SS6,SMD,LFSOT23,AU,TA,81672.0,80599,886.0,1055.0,78658,0.9759178153575107,2018-07-11,TA,D   ,
441452,ZXTN2031F,SS6,SMD,LFSOT23,AU,TA,167837.0,171308,2556.0,716.0,168036,0.9808998995960492,2018-07-02,TA,D   ,
441450,ZXMN3A14F,UMOS,SMD,LFSOT23,AU,TA,108757.0,107590,679.0,2834.0,104077,0.9673482665675248,2018-07-09,TA,C   ,
441449,ZTLV431AF,IC,SMD,LFSOT23,AU,TA,55194.0,71814,15474.0,1460.0,54880,0.7641963962458573,2018-07-02,TA,B   ,
441448,ZR431F,IC,SMD,LFSOT23,AU,TA,39432.0,39100,89.0,11.0,39000,0.9974424552429667,2018-07-09,TA,B   ,
441447,ZMR330F,IC,SMD,LFSOT23,AU,TA,105620.0,103870,2846.0,1234.0,99790,0.9607201309328969,2018-07-05,TA,B   ,
441445,ZXRE4041DF,IC,SMD,SOT23,AU,TA,39129.0,39036,8.0,1.0,39027,0.9997694435905318,2018-07-12,TA,B   ,
441444,ZXMP10A13F,UMOS,SMD,SOT23,CU,TC,174786.0,174467,829.0,198.0,173440,0.9941134999742072,2018-07-02,TC,B   ,pMOSe
441443,ZXMP10A13F,UMOS,SMD,SOT23,CU,TA,294418.0,291215,83.0,752.0,290380,0.9971327026423776,2018-06-27,TA,B   ,pMOSe
441441,ZRC500F01,IC,SMD,SOT23,AU,TA,62468.0,62160,118.0,8.0,62034,0.9979729729729729,2018-07-10,TA,F   ,
441440,ZRC400F01,IC,SMD,SOT23,AU,TA,103801.0,103840,438.0,14.0,103388,0.9956471494607088,2018-07-09,TA,B   ,
441439,ZRC330F01,IC,SMD,SOT23,AU,TA,62626.0,62295,207.0,5.0,62083,0.9965968376274179,2018-07-11,TA,B   ,
441438,FMMT620-79,ST,SMD,SOT23,AU,TA,163929.0,158390,607.0,395.0,157388,0.9936738430456469,2018-07-11,TA,B   ,npn
441437,FMMT620,ST,SMD,SOT23,CU,TA,108030.0,107430,1071.0,262.0,106097,0.9875919203202085,2018-07-09,TA,B   ,npn
441436,FMMT618,ST,SMD,SOT23,CU,TA,331939.0,328790,3886.0,1939.0,322965,0.9822835244380912,2018-07-04,TA,B   ,npn
441435,FMMT591,HT,SMD,SOT23,CU,TA,160632.0,160144,286.0,128.0,159730,0.9974148266560096,2018-07-09,TA,A   ,pnp
441434,FMMT591Q,HT,SMD,SOT23,AU,TC,129609.0,128633,33.0,70.0,128530,0.9991992723484643,2018-07-02,TC,A   ,pnp
441433,FMMT591Q,HT,SMD,SOT23,AU,TA,28499.0,29018,566.0,42.0,28410,0.9790474877662141,2018-06-21,TA,A   ,pnp
441432,FMMT491,HT,SMD,SOT23,CU,TA,245923.0,244140,542.0,85.0,243513,0.9974318014254117,2018-07-02,TA,A   ,npn
441431,FMMT491,HT,SMD,SOT23,CU,TA,250109.0,248496,433.0,2905.0,245158,0.9865671882042367,2018-07-04,TA,A   ,npn
441419,ZXTR2105FF,MT,SMD,SOT23F,CU,TA,44893.0,44366,114.0,36.0,44216,0.9966190325925258,2018-06-27,TA,A   ,npn
441418,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,67439.0,66923,649.0,106.0,66168,0.988718377837216,2018-07-09,TA,C   ,
441417,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,100918.0,100128,840.0,102.0,99186,0.9905920421860019,2018-07-09,TA,C   ,npn
441416,ZXTN07045EFF,MT,SMD,SOT23F,CU,TA,65570.0,64640,400.0,1540.0,62700,0.9699876237623762,2018-07-23,TA,C   ,
441415,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,124303.0,124640,1179.0,1556.0,121905,0.9780568035943518,2018-07-27,TA,C   ,
441414,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,94656.0,94184,15414.0,1147.0,77623,0.824163339845409,2018-07-24,TA,C   ,
441413,ZXGD3101T8,ZPDD4,SMD,SM8,AU,TA,24000.0,23711,305.0,150.0,23256,0.9808105942389608,2018-10-11,TA,A   ,
441412,ZDT694,2MT,SMD,SM8,CU,TA,71229.0,70784,325.0,577.0,69882,0.987257007233273,2018-07-04,TA,C   ,2npn
441411,ZDT694Q,2MT,SMD,SM8,AU,TA,45308.0,45648,241.0,236.0,45171,0.9895504731861199,2018-07-18,TA,C   ,2npn
441410,ZDT6790,2MT,SMD,SM8,CU,TA,77082.0,78432,462.0,354.0,77616,0.9895960832313342,2018-07-02,TA,C   ,pnp-npn
441409,ZDT6753,2MT,SMD,SM8,CU,TC,23629.0,23382,27.0,70.0,23285,0.9958515097083226,2018-06-27,TC,C   ,npn-pnp
441408,ZDT6753,2MT,SMD,SM8,CU,TA,37321.0,37374,46.0,32.0,37296,0.9979129876384653,2018-06-27,TA,C   ,npn-pnp
441407,ZVP4424A,MOSFET-H,SMD,ELineX (Schüttgut),AU,Schüttgut,16198.0,16127,4.0,23.0,16100,0.9983257890494203,2018-07-23,Schüttgut,D   ,p-Kanal
441406,ZVN4206AV,MOSFET-M,SMD,ELineX (STZ),AU,STZ,25504.0,25181,22.0,222.0,24937,0.9903101544815536,2018-07-27,STZ,C   ,n-Kanal
441405,ZTX957,HT,SMD,ELineX (STZ),AU,STZ,16260.0,16157,343.0,123.0,15691,0.9711580120071795,2018-07-26,STZ,E   ,pnp
441404,ZTX951,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,21680.0,21600,108.0,156.0,21336,0.9877777777777778,2018-07-23,Schüttgut,E   ,pnp
441403,ZTX849,HT,SMD,ELineX (STZ),AU,STZ,21680.0,21280,201.0,82.0,20997,0.9867011278195489,2018-07-26,STZ,E   ,npn
441402,ZTX849,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,19561.0,19549,339.0,60.0,19150,0.9795897488362576,2018-07-23,Schüttgut,E   ,npn
441092,FZT953,HT,SMD,SOT223,CU,TA,70410.0,72160,676.0,1212.0,70272,0.9738359201773836,2018-06-27,TA,E   ,pnp
440937,ZXTP25020CFH,SS6,SMD,LFSOT23,AU,TA,47342.0,48226,362.0,364.0,47500,0.984945879815867,2018-07-02,TA,B   ,
440936,ZXTN2031F,SS6,SMD,LFSOT23,AU,TA,51045.0,51760,562.0,338.0,50860,0.982612055641422,2018-07-02,TA,D   ,
440935,ZXTN2020F,SS6,SMD,LFSOT23,AU,TA,36151.0,34993,421.0,362.0,34210,0.977624096247821,2018-07-02,TA,D   ,
440934,ZXMN3B14F,UMOS,SMD,LFSOT23,AU,TA,55645.0,55320,1127.0,1109.0,53084,0.9595806218365871,2018-07-09,TA,C   ,
440933,ZXMN3A14F,UMOS,SMD,LFSOT23,AU,TA,76846.0,76481,1038.0,1213.0,74230,0.970567853453799,2018-07-09,TA,C   ,
440932,ZXMN3A14FQ,UMOS,SMD,LFSOT23,AU,TA,21956.0,21929,288.0,327.0,21314,0.9719549455059511,2018-07-09,TA,C   ,
440931,ZXMN2A14F,UMOS,SMD,LFSOT23,AU,TA,113044.0,114771,785.0,566.0,113420,0.9882287337393593,2018-07-06,TA,C   ,
440930,ZXCT1008QF,IC,SMD,LFSOT23,AU,TC,124303.0,154645,30266.0,469.0,123910,0.8012544860810242,2018-06-21,TC,B,
440929,ZXCT1008QF,IC,SMD,LFSOT23,AU,TA,106657.0,137869,31895.0,94.0,105880,0.7679753969347715,2018-06-22,TA,B,
440928,ZXCT1008F,IC,SMD,LFSOT23,AU,TA,107911.0,130123,22322.0,711.0,107090,0.8229905550901839,2018-07-02,TA,B,
440927,ZMR500F,IC,SMD,LFSOT23,AU,TA,80075.0,79349,29.0,330.0,78990,0.9954756833734515,2018-06-29,TA,B   ,
440926S,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,216289.0,218085,3295.0,400.0,214390,0.9830570649058853,2018-06-25,TA,B   ,pMOSe
440925S,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,234960.0,236681,1946.0,715.0,234020,0.9887570189411063,2018-06-20,TA,B   ,pMOSe
440923S,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,191337.0,188022,145.0,247.0,187630,0.9979151375902819,2018-06-25,TA,B   ,pMOSe
440922S,ZXMP6A13F,UMOS,SMD,SOT23,CU,TA,191865.0,192485,108.0,217.0,192160,0.9983115567446814,2018-06-21,TA,B   ,pMOSe
440921,ZRB500F01,IC,SMD,SOT23,AU,TA,98193.0,97670,711.0,97.0,96862,0.9917272448039316,2018-07-05,TA,B   ,
440920,FMMT618-79,ST,SMD,SOT23,AU,TA,78104.0,77724,1570.0,647.0,75507,0.9714759919715917,2018-07-06,TA,B   ,npn
440919,FMMT618Q,ST,SMD,SOT23,AU,TA,58371.0,59159,442.0,337.0,58380,0.9868320965533562,2018-07-02,TA,B   ,npn
440918,FMMT593,HT,SMD,SOT23,CU,TC,129033.0,129145,25.0,100.0,129020,0.9990320957063765,2018-06-19,TC,A   ,pnp
440917,FMMT591Q,HT,SMD,SOT23,AU,TC,128722.0,129025,90.0,65.0,128870,0.9987986824258864,2018-07-02,TC,A   ,pnp
440916,FMMT591Q,HT,SMD,SOT23,AU,TC,161223.0,160145,77.0,58.0,160010,0.9991570139561022,2018-06-26,TC,A   ,pnp
440915,FMMT591Q,HT,SMD,SOT23,AU,TA,193215.0,195209,1573.0,236.0,193400,0.9907330092362545,2018-06-20,TA,A   ,pnp
440914,FMMT459Q,VT,SMD,SOT23,AU,TA,19978.0,19614,21.0,11.0,19582,0.9983685122871419,2018-07-02,TA,B   ,npn
440911,ZXTP19100CG,HT,SMD,SOT223,PD,TA,39936.0,39707,299.0,1026.0,38382,0.9666305689173194,2018-07-11,TA,C   ,
440910,ZXMS6006SG,SVMOS,SMD,SOT223,AU,TA,95961.0,95328,4780.0,26.0,90522,0.9495845921450151,2018-07-13,TA,F   ,
440909,ZXMS6005DG,SVMOS,SMD,SOT223,AU,TA,33443.0,33264,1403.0,171.0,31690,0.9526815776815777,2018-07-18,TA,D   ,
440908S,ZXMP6A17G,UMOS,SMD,SOT223,AU,TA,95864.0,96784,15.0,865.0,95904,0.9909075880310795,2018-06-15,TA,E   ,pMOSe
440907S,ZXMN4A06G,UMOS,SMD,SOT223,CU,TA,87349.0,87151,2562.0,2560.0,82029,0.9412284425881516,2018-07-04,TA,E   ,nMOSe
440906,ZX5T955G,HT,SMD,SOT223,PD,TA,161207.0,167026,3972.0,1054.0,162000,0.9699088764623471,2018-07-17,TA,D,
440905,ZX5T955G,HT,SMD,SOT223,PD,TA,29971.0,30446,394.0,100.0,29952,0.9837745516652434,2018-07-04,TA,D,
440904,ZX5T949G,HT,SMD,SOT223,PD,TA,39835.0,40443,352.0,347.0,39744,0.982716415696165,2018-06-20,TA,D   ,
440903,FZT955,HT,SMD,SOT223,CU,TA,43360.0,42024,238.0,26.0,41760,0.9937178754997145,2018-06-21,TA,E   ,pnp
440902,FZT951,HT,SMD,SOT223,CU,TA,127250.0,128999,769.0,1654.0,126576,0.9812169086582067,2018-07-10,TA,E   ,pnp
440901,FZT951,HT,SMD,SOT223,CU,TA,135500.0,138504,931.0,2789.0,134784,0.9731415699185583,2018-07-10,TA,E   ,pnp
440900,FZT951Q,HT,SMD,SOT223,AU,TA,130694.0,132338,1513.0,1657.0,129168,0.9760461847693028,2018-06-20,TA,E   ,pnp
440899,FZT855,HT,SMD,SOT223,CU,TA,112566.0,115859,2245.0,1150.0,112464,0.9706971404897332,2018-07-11,TA,E   ,npn
440898,FZT853,HT,SMD,SOT223,CU,TA,37940.0,39378,684.0,966.0,37728,0.9580984305957642,2018-06-27,TA,E   ,npn
440897,FZT753,MT,SMD,SOT223,CU,TA,155194.0,156093,679.0,1046.0,154368,0.9889488958505507,2018-07-02,TA,C   ,pnp
440896,FZT751,MT,SMD,SOT223,CU,TA,194260.0,191273,480.0,1001.0,189792,0.9922571403177657,2018-06-19,TA,C   ,pnp
440895,FZT689B,MT,SMD,SOT223,CU,TA,89668.0,90138,201.0,369.0,89568,0.9936763629102043,2018-07-02,TA,C   ,npn
440894,FZT651,MT,SMD,SOT223,CU,TA,213612.0,213326,124.0,1530.0,211672,0.9922466084771664,2018-07-04,TA,C   ,npn
440893,FZT649,MT,SMD,SOT223,CU,TC,89369.0,90051,0.0,483.0,89568,0.9946363727221241,2018-07-04,TC,C   ,npn
440892,FZT603,MT,SMD,SOT223,CU,TA,106920.0,102946,1348.0,278.0,101320,0.9842053115225458,2018-07-04,TA,C   ,npn
440891,FZT558,LT,SMD,SOT223,AU,TA,65626.0,65886,124.0,242.0,65520,0.9944449503688189,2018-07-04,TA,A   ,pnp
440890,FZT458,LT,SMD,SOT223,AU,TA,90844.0,92352,155.0,181.0,92016,0.9963617463617463,2018-06-26,TA,A   ,npn
440889,BSP75N,SVMOS,SMD,SOT223,AU,TA,44448.0,44350,325.0,786.0,43239,0.9749492671927846,2018-07-09,TA,E   ,
440888,BSP75G,SVMOS,SMD,SOT223,AU,TA,33183.0,33178,306.0,1040.0,31832,0.9594309482186991,2018-07-04,TA,E   ,
440885,ZXTP25020CFF,SS5,SMD,SOT23F,CU,TA,46337.0,46332,188.0,279.0,45865,0.9899205732539066,2018-07-18,TA,B   ,pnp
440884,ZXTP08400BFF,MT,SMD,SOT23F,CU,TA,33657.0,33514,231.0,56.0,33227,0.9914364146326908,2018-07-05,TA,C   ,pnp
440883,ZXTP07040DFF,MT,SMD,SOT23F,CU,TA,52456.0,48416,386.0,1147.0,46883,0.9683369134170522,2018-07-18,TA,C   ,
440882,ZXTN19100CFF,MT,SMD,SOT23F,CU,TA,44648.0,44414,134.0,41.0,44239,0.9960598009636601,2018-07-05,TA,C   ,
440881,ZXTN19060CFF,MT,SMD,SOT23F,CU,TA,31770.0,31425,20792.0,64.0,10569,0.33632458233890217,2018-07-11,TA,C   ,npn
440880,ZXTN07045EFF,MT,SMD,SOT23F,CU,TA,52456.0,52037,282.0,562.0,51193,0.9837807713742145,2018-07-23,TA,C   ,
440879,ZXMS6004FF,SVMOS,SMD,SOT23F,AU,TA,161439.0,160949,38107.0,173.0,122669,0.7621606844404129,2018-07-16,TA,C   ,
440878,ZXMS6004FFQ,SVMOS,SMD,SOT23F,AU,TA,59406.0,74710,15308.0,14.0,59388,0.7949136661758801,2018-06-22,TA,C   ,
440877,ZDT6790,2MT,SMD,SM8,CU,TC,24010.0,24450,59.0,199.0,24192,0.9894478527607362,2018-07-04,TC,C   ,pnp-npn
440876,ZDT6790,2MT,SMD,SM8,CU,TC,62006.0,58975,278.0,233.0,58464,0.9913353115727003,2018-06-25,TC,C   ,pnp-npn
440875,ZDT6790,2MT,SMD,SM8,CU,TA,77556.0,81289,701.0,236.0,80352,0.9884732251596157,2018-07-02,TA,C   ,pnp-npn
440874,ZDT6753,2MT,SMD,SM8,CU,TC,51768.0,51879,140.0,187.0,51552,0.9936968715665299,2018-06-27,TC,C   ,npn-pnp
440873,ZDT6753,2MT,SMD,SM8,CU,TA,77560.0,77409,155.0,300.0,76954,0.9941221305016212,2018-07-04,TA,C   ,npn-pnp
440871,ZTX853,HT,SMD,ELineX (Schüttgut),AU,Schüttgut,32520.0,30378,694.0,1603.0,28081,0.9243860688656265,2018-07-18,Schüttgut,E   ,npn
440462,ZXTP2014G,HT,SMD,SOT223,AU,TA,70977.0,70844,993.0,694.0,69157,0.9761871153520411,2018-07-06,TA,D   ,
440461,ZXMS6006SG,SVMOS,SMD,SOT223,AU,TA,55440.0,55427,588.0,129.0,54710,0.9870640662493009,2018-07-04,TA,F   ,
440460,ZXMS6006DG,SVMOS,SMD,SOT223,AU,TA,34383.0,34304,6583.0,366.0,27355,0.7974288712686567,2018-07-04,TA,F   ,
440459S,ZXMP4A16G,UMOS,SMD,SOT223,CU,TA,118005.0,119465,51.0,1190.0,118224,0.989612020256979,2018-06-19,TA,E   ,pMOSe
440458,ZXMP10A17G,UMOS,SMD,SOT223,AU,TA,159893.0,162369,166.0,2075.0,160128,0.9861981043179424,2018-06-15,TA,E   ,
440457S,ZXMN6A09G,UMOS,SMD,SOT223,CU,TA,42508.0,41539,1362.0,972.0,39205,0.943811839476155,2018-07-04,TA,F   ,nMOSe
440456S,ZXMN4A06G,UMOS,SMD,SOT223,CU,TA,48974.0,47660,1365.0,1129.0,45166,0.9476710029374737,2018-07-04,TA,E   ,nMOSe
440455,ZX5T955G,HT,SMD,SOT223,PD,TA,107023.0,109806,1721.0,949.0,107136,0.9756843888312114,2018-06-28,TA,D,
440454,ZVN4424G,MOSFET-H,SMD,SOT223,CU,TA,117450.0,121180,2257.0,1707.0,117216,0.9672883314078231,2018-06-20,TA,D   ,nMOSe
440453,ZVN4424GQ,MOSFET-H,SMD,SOT223,AU,TA,98516.0,102972,2325.0,1719.0,98928,0.9607271879734297,2018-06-25,TA,D   ,nMOSe
440451,ZVN4206G,MOSFET-M,SMD,SOT223,CU,TA,53472.0,58106,4318.0,364.0,53424,0.9194231232574949,2018-07-04,TA,C   ,nMOSe
440450,ZVN2110G,MOSFET-M,SMD,SOT223,CU,TA,53856.0,53662,311.0,291.0,53060,0.9887816331854944,2018-07-04,TA,C   ,nMOSe
440449,FZT958,HT,SMD,SOT223,AU,TA,75880.0,79070,2389.0,1225.0,75456,0.9542936638421652,2018-07-13,TA,E   ,pnp
440448,FZT955,HT,SMD,SOT223,CU,TA,151760.0,154144,488.0,2312.0,151344,0.9818351671164626,2018-07-02,TA,E   ,pnp
440447,FZT955,HT,SMD,SOT223,CU,TA,54200.0,55039,345.0,838.0,53856,0.9785061501844147,2018-06-22,TA,E   ,pnp
