,a_lot,ba,device,wafer_info,device_group,package,bond_wire,release,scrapped,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,edit_user,edit_date,create_user,create_date,box_class
0,634836,636358,FMMT720,9Z42LOCUS.5: 1(ringprobed); 9Z42LOCUS.7: 4(unprobed),ST,SOT23,CU,False,False,2022.0,112.0,79062.0,0.9737179171387753,,1328,False,False,Ausbeute,HFE,minsung-kim,2020-11-16 12:47:13.150,minsung-kim,2020-11-16 12:45:03.380,
1,632940,636131,ZVN4525G,9Z47MARCH.7: 7(ringprobed); 9Z47MARCH.6: 5(unprobed); 9Z47MARCH.5: 1(probed),MOSFET-M,SOT223,CU,True,False,3669.0,876.0,150579.0,0.9707008586679043,2020-11-16 00:00:00.000,1327,False,False,Ausbeute,"IDSS, VGSth",minsung-kim,2020-11-16 09:00:50.093,minsung-kim,2020-11-16 08:59:27.093,
2,629251,635747,ZXMN2A14F,9Z34LURCH.3: 9(unprobed),UMOS,LFSOT23,AU,False,False,711.0,2171.0,94514.0,0.97040946240092,,1326,False,False,Ausbeute,TA,minsung-kim,2020-11-16 08:50:32.140,minsung-kim,2020-11-16 08:44:58.240,        80: Blown on Test;         80: Grenzwert;         80: Totalausfall
3,634865,636380,ZXTP2029F,9Z26WIDEN.5: 6(unprobed),SS6,LFSOT23,AU,False,False,755.0,939.0,59141.0,0.9721541875565053,,1325,False,False,Ausbeute,TA,minsung-kim,2020-11-16 08:09:48.997,minsung-kim,2020-11-16 08:06:22.470,
4,631156,635946,ZXTP2029F,9Z26WIDEN.4: 6(probed),SS6,LFSOT23,AU,True,False,1347.0,190.0,53208.0,0.9719243766554023,2020-11-16 00:00:00.000,1324,False,False,Ausbeute,"HFE, VCEsat",minsung-kim,2020-11-16 08:05:09.183,minsung-kim,2020-11-16 07:58:26.410,
5,627424,635384,FMMT614-7-55,9Z45HEIRS.5: 5(unprobed),HT,SOT23,AU,False,False,409.0,60.0,142667.0,0.9967233959311425,2020-11-05 00:00:00.000,1323,False,False,Allg. & ZVR.,,tobias-hofmann,2020-11-12 13:15:33.300,tobias-hofmann,2020-11-12 13:12:44.997,         1: ICBO-Fehler;          1: ICES-Fehler;          1: IEBO-Fehler;          1: Kelvin;          1: Kurzschluss;          1: Offen;          1: RTHI-Fehler;          1: Totalausfall;          1: VCESAT-Fehler;         51: Ausfall Gurter;         51: Kelvin;         51: Q-Fehler;         51: Rückstellmuster;         51: Vision;        388: Blown on Test;        388: ICBO-Fehler;        388: ICES-Fehler;        388: IEBO-Fehler;        388: Kelvin;        388: Kurzschluss;        388: Offen;        388: Totalausfall;        388: VCESAT-Fehler
6,629233,635729,FMMT614-7-55,9Z45HEIRS.5: 7(unprobed),HT,SOT23,AU,False,False,749.0,86.0,198750.0,0.9958163188616379,,1322,False,True,Allg. & ZVR.,"RTH,VCESAT",tobias-hofmann,2020-11-12 13:14:53.567,tobias-hofmann,2020-11-12 13:05:58.777,        39: Blown on Test;         39: Grenzwert;         39: ICBO-Fehler;         39: ICES-Fehler;         39: IEBO-Fehler;         39: Kelvin;         39: Kurzschluss;         39: Offen;         39: RTHI-Fehler;         39: Totalausfall;         39: VCESAT-Fehler
7,631148,635940,ZXCT1008QF,9Z45PACTS.2: 6(probed),IC,LFSOT23,AU,True,False,,,,,2020-11-16 00:00:00.000,1321,False,True,Ausbeute,BIN 14 (Load open),tobias-hofmann,2020-11-10 09:24:17.360,tobias-hofmann,2020-11-10 09:19:47.463,       162: Grenzwert;        162: I_OUT4 Fehler;        162: Totalausfall;        162: Vin offen
8,627461,635408,FZT560,9Y45SCULL.5: 8(unprobed),VT,SOT223,AU,True,False,10302.0,1614.0,147722.0,0.925356118217467,2020-10-20 00:00:00.000,1320,True,False,Ausbeute,HFE,felix-kannemann,2020-11-10 07:43:17.860,minsung-kim,2020-11-10 07:43:08.633,       382: Grenzwert;        382: Rückstellmuster;        382: Totalausfall;        382: Vision
9,627460,635407,FZT560,9Y45SCULL.5: 8(unprobed),VT,SOT223,AU,True,False,2630.0,924.0,126025.0,0.9725727162580357,2020-10-19 00:00:00.000,1319,True,False,Ausbeute,HFE,minsung-kim,2020-11-10 07:42:36.590,minsung-kim,2020-11-10 07:42:27.313,       382: Grenzwert;        382: Rückstellmuster;        382: Totalausfall;        382: Vision
10,627459,635406,FZT560Q,9Y45SCULL.5: 5(unprobed),VT,SOT223,AU,True,False,5426.0,565.0,94361.0,0.940300143494898,2020-10-16 00:00:00.000,1318,True,False,Ausbeute,HFE,minsung-kim,2020-11-10 07:42:00.040,minsung-kim,2020-11-10 07:41:13.157,       162: Rückstellmuster
11,632602,636056,FZT692BQ,9Z45BULGE.5: 19(probed),MT,SOT223,AU,True,False,132.0,534.0,224694.0,0.9970447284345048,2020-11-10 00:00:00.000,1317,False,True,Q-Fehler,ICBO,felix-kannemann,2020-11-09 13:42:14.027,felix-kannemann,2020-11-09 11:53:48.160,        80: Grenzwert;         80: Rückstellmuster;         80: Totalausfall;         80: Vision
12,629226,635724,ZXTN08400BFF,9Z45BAKED.5: 23(unprobed),MT,SOT23F,CU,False,False,3291.0,119.0,254638.0,0.986785404265873,2020-11-13 00:00:00.000,1316,False,True,Q-Fehler,IEBO,martin-krausse,2020-11-13 16:26:21.343,felix-kannemann,2020-11-09 11:52:18.097,        86: Blown on Test;         86: Grenzwert;         86: Kelvin + Orientierung;         86: Rückstellmuster;         86: Totalausfall;         86: Vision Marking + 5S
13,627412,635373,ZXTN08400BFF,9Z44MARLS.7: 1(ringprobed); 9Z44MARLS.6: 22(unprobed),MT,SOT23F,CU,False,False,3174.0,1481.0,253393.0,0.9819607204861112,2020-11-13 00:00:00.000,1315,False,True,Q-Fehler,IEBO,martin-krausse,2020-11-13 16:26:05.687,felix-kannemann,2020-11-09 11:49:07.110,        80: Blown on Test;         80: Grenzwert;         80: Kelvin + Orientierung;         80: Rückstellmuster;         80: Totalausfall;         80: Vision Marking + 5S
14,631128,635922,FMMT614-7-55,9Z45LOFTS.6: 6(unprobed),HT,SOT23,AU,False,True,,,,,,1314,False,True,Ausbeute,"Chipkante ausgebrochen, teilweise Chips gerissen",martin-krausse,2020-11-11 15:15:52.727,martin-krausse,2020-11-09 11:01:32.363,
15,626133,635110,ZXTN08400BFF,9Z41BIRTH.6: 20(unprobed); 9Z41BIRTH.7: 1(ringprobed),MT,SOT23F,CU,True,False,1183.0,811.0,233529.0,0.9915337355587353,2020-11-05 00:00:00.000,1313,False,True,Q-Fehler,IEB0,tobias-hofmann,2020-11-04 15:39:27.410,tobias-hofmann,2020-11-04 11:42:37.087,        44: Blown on Test;         44: Grenzwert;         44: Kelvin + Orientierung;         44: Rückstellmuster;         44: Totalausfall;         44: Vision Marking + 5S
16,631134,635928,FMMT720,9Z30ALIVE.5: 7(unprobed),ST,SOT23,CU,True,False,,,42000.0,1.0,2020-11-06 00:00:00.000,1312,False,True,Ausbeute,Blown on test,tobias-hofmann,2020-11-05 16:01:40.063,minsung-kim,2020-11-04 08:12:47.347,
17,626132,635109,ZXTN08400BFF,9Z38PELTS.7: 12(unprobed),MT,SOT23F,CU,True,False,277.0,437.0,132918.0,0.9946569683908046,2020-11-04 00:00:00.000,1311,False,True,Q-Fehler,IEB0,tobias-hofmann,2020-11-03 12:04:07.447,tobias-hofmann,2020-11-03 12:01:51.840,        39: Blown on Test;         39: Grenzwert;         39: Kelvin + Orientierung;         39: Rückstellmuster;         39: Totalausfall;         39: Vision Marking + 5S
18,631176,635957,ZXMS6006SGQ,9Z29MITES.5: 14(probed),SVMOS,SOT223,AU,True,False,7595.0,8.0,52545.0,0.8735951320077143,2020-11-04 00:00:00.000,1310,False,False,Ausbeute,Ttrip,minsung-kim,2020-11-03 08:03:23.230,minsung-kim,2020-11-03 07:59:42.787,        44: Grenzwert;         44: Rückstellmuster;         44: Totalausfall;         44: Vision
19,631178,635959,ZXTN25100DG,9Z03MYOPE.7: 7(probed),SS6,SOT223,PD,False,False,,,,,,1309,False,True,Prozessfehler,Cratering an E-Bondpad,martin-krausse,2020-11-05 13:22:06.280,martin-krausse,2020-11-02 13:01:50.137,
20,631177,635958,ZXTN25100DG,9Z03MYOPE.7: 6(probed),SS6,SOT223,PD,True,False,306.0,930.0,124020.0,0.9901322092354857,2020-11-02 00:00:00.000,1308,False,True,Q-Fehler,"IEB0,VCESAT",tobias-hofmann,2020-11-02 15:23:55.547,tobias-hofmann,2020-11-02 08:19:17.657,        23: Grenzwert;         23: Rückstellmuster;         23: Totalausfall;         23: Vision
21,629316,635768,FZT853,9Z43DOUBT.4: 3(ringprobed); 9Z43DOUBT.3: 10(probed),HT,SOT223,CU,True,False,421.0,1142.0,62943.0,0.9757696958422473,2020-11-03 00:00:00.000,1307,False,True,Ausbeute,IEBO,felix-kannemann,2020-10-30 13:01:25.123,minsung-kim,2020-10-30 07:36:27.607,       388: Grenzwert;        388: Rückstellmuster;        388: Totalausfall;        388: Vision
22,629315,635767,FZT851,9Z44TAXED.3: 5(ringprobed),HT,SOT223,CU,True,False,745.0,126.0,23465.0,0.9642094017094017,2020-10-27 00:00:00.000,1306,False,False,Ausbeute,HFE,minsung-kim,2020-10-28 14:26:05.940,minsung-kim,2020-10-28 14:23:57.897,       378: Grenzwert;        378: IEBO > 10nA;        378: IEBO > 2nA;        378: Rückstellmuster;        378: Totalausfall;        378: Vision
23,629318,635770,FZT953,9Z44ENDED.5: 23(unprobed),HT,SOT223,CU,True,False,1431.0,4346.0,117197.0,0.9530225901410054,2020-11-02 00:00:00.000,1305,False,True,Ausbeute,BVEBO,felix-kannemann,2020-10-30 12:59:49.687,minsung-kim,2020-10-28 07:58:36.573,        23: Grenzwert;         23: Totalausfall;        388: Grenzwert;        388: Rückstellmuster;        388: Totalausfall;        388: Vision
24,627466,635413,FZT855,9Y44CADGE.5: 4(unprobed),HT,SOT223,CU,True,False,572.0,1086.0,19352.0,0.9210851975249881,2020-10-27 00:00:00.000,1304,False,True,Q-Fehler,BVEBO,felix-kannemann,2020-10-27 11:40:28.907,felix-kannemann,2020-10-27 09:01:46.400,        11: Grenzwert;         11: Rückstellmuster;         11: Totalausfall;         11: Vision
25,629317,635769,FZT948,9Z40TOKYO.5: 1(probed); 9Z40TOKYO.6: 11(unprobed),HT,SOT223,CU,True,False,1753.0,1721.0,56914.0,0.9424720143074783,2020-10-27 00:00:00.000,1303,False,True,Q-Fehler,BVEBO,felix-kannemann,2020-10-27 11:42:30.857,felix-kannemann,2020-10-27 09:00:07.410,       378: Grenzwert;        378: Rückstellmuster;        378: Totalausfall;        378: Vision
26,629242,635738,FMMT722,9Z21THINE.4: 6(unprobed),ST,SOT23,CU,True,True,,,66000.0,1.0,2020-11-02 00:00:00.000,1302,False,True,Ausbeute,Blown on test,felix-kannemann,2020-10-30 12:58:26.623,minsung-kim,2020-10-26 11:16:09.047,
27,627502,635415,FZT953,9Z40CHASE.6: 1(ringprobed); 9Z43LEMMA.5: 24(unprobed),HT,SOT223,CU,True,False,309.0,1441.0,126554.0,0.9863605187679262,2020-10-26 00:00:00.000,1301,False,False,Ausbeute,IEBO,felix-kannemann,2020-10-26 11:25:44.730,felix-kannemann,2020-10-26 10:53:38.337,       378: Grenzwert;        378: Rückstellmuster;        378: Totalausfall;        378: Vision
28,627447,635402,ZHT431F02,9Z32JACKS.15: 4(ringprobed),IC,LFSOT23,AU,True,False,1285.0,155.0,78646.0,0.9820193292210874,2020-10-26 00:00:00.000,1300,False,False,Ausbeute,Vref,minsung-kim,2020-10-26 09:56:02.843,minsung-kim,2020-10-26 09:53:49.127,         1: GND offen;          1: Grenzwert;          1: Iz_off >25nA;          1: Totalausfall;          1: Vref offen;         11: Grenzwert;         11: Iz_off >25nA;         11: Totalausfall;         11: Vref offen;         11: Vz offen;         32: Ausfall Gurter;         32: Rückstellmuster;         32: Vision
29,627503,635416,FZT955,9Z43PROWL.4: 21(unprobed),HT,SOT223,CU,True,False,734.0,4177.0,104787.0,0.9552316359459607,2020-10-27 00:00:00.000,1298,False,True,Q-Fehler,"BVEBO, IEBO",felix-kannemann,2020-10-26 14:58:36.540,felix-kannemann,2020-10-26 09:50:29.707,         1: Grenzwert;          1: Totalausfall;         11: Grenzwert;         11: Rückstellmuster;         11: Totalausfall;         11: Vision
30,623406,634866,ZVN4210A,9Z26KLICK.4: 4(probed),MOSFET-M,ELineX,AU,True,False,2037.0,67.0,50373.0,0.9599062446405092,2020-10-29 00:00:00.000,1297,False,False,Ausbeute,RDSon,minsung-kim,2020-10-26 08:57:31.610,minsung-kim,2020-10-26 08:55:37.040,       382: Blown On Test;        382: Grenzwert;        382: Totalausfall
31,627504,635417,FZT955-79,9Z43PROWL.4: 4(unprobed),HT,SOT223,AU,True,False,58.0,647.0,13286.0,0.9496104638696304,2020-10-27 00:00:00.000,1296,False,False,Ausbeute,IEBO,minsung-kim,2020-10-26 08:48:26.440,minsung-kim,2020-10-26 08:45:43.807,       382: Grenzwert;        382: Rückstellmuster;        382: Totalausfall;        382: Vision
32,629314,635766,FZT851,9Z39NOVEL.6: 1(unprobed); 9Z39LOCKS.3: 1(probed); 9Z39LOCKS.5: 1(probed),HT,SOT223,CU,True,False,671.0,524.0,13493.0,0.9186410675381264,2020-10-27 00:00:00.000,1295,False,False,Ausbeute,HFE,minsung-kim,2020-10-26 08:45:18.617,minsung-kim,2020-10-26 08:37:19.047,       382: Grenzwert;        382: IEBO > 10nA;        382: IEBO > 2nA;        382: Rückstellmuster;        382: Totalausfall
33,621707,634561,FMMT614-7-55,9Z41COVEN.4: 5(unprobed),HT,SOT23,AU,True,False,185.0,306.0,139113.0,0.9964829087991748,2020-10-23 00:00:00.000,1294,False,True,Ausbeute,BVCEO,minsung-kim,2020-10-23 11:49:26.100,felix-kannemann,2020-10-22 11:53:02.773,        11: Ausfall Gurter;         11: Kelvin;         11: Q-Fehler;         11: Vision;         32: Ausfall Gurter;         32: Kelvin;         32: Q-Fehler;         32: Rückstellmuster;         32: Vision;        367: Grenzwert;        367: ICBO-Fehler;        367: ICES-Fehler;        367: IEBO-Fehler;        367: Kelvin;        367: Kurzschluss;        367: Leer;        367: Offen;        367: Totalausfall;        367: VCESAT-Fehler;        389: Blown on Test;        389: Grenzwert;        389: ICBO-Fehler;        389: ICES-Fehler;        389: IEBO-Fehler;        389: Kelvin;        389: Kurzschluss;        389: Offen;        389: Totalausfall;        389: VCESAT-Fehler
34,618120,633890,ZXMS6002G,9Z42LURKS.5: 5(ringprobed),SVMOS,SOT223,AU,True,False,4256.0,268.0,22532.0,0.8327912477823773,2020-10-22 00:00:00.000,1292,False,True,Q-Fehler,"IDSS, BVDSS",felix-kannemann,2020-10-21 14:23:58.503,felix-kannemann,2020-10-21 09:22:26.110,         1: Grenzwert;          1: Rückstellmuster;          1: Totalausfall;          1: Vision
35,626316,635136,ZLDO485T8,9Y51ROUGE.9: 1(ringprobed); 9Z40HEWED.2: 2(probed),1LT/1IC,SM8,AU,True,False,1085.0,313.0,17690.0,0.9267602682313495,2020-10-20 00:00:00.000,1291,False,False,Ausbeute,Vout,minsung-kim,2020-10-20 07:48:36.200,minsung-kim,2020-10-20 07:45:54.273,       382: Grenzwert;        382: Orientierung;        382: Rückstellmuster;        382: Totalausfall;        382: Vision
36,626405,635141,FZT788B,9Z19REVEL.15: 1(unprobed); 9Z19REVEL.12: 3(ringprobed); 9Z19REVEL.14: 1(probed),MT,SOT223,CU,True,False,2892.0,304.0,55471.0,0.9455230368009273,2020-10-20 00:00:00.000,1290,False,False,Ausbeute,ICES,minsung-kim,2020-10-20 07:34:56.190,minsung-kim,2020-10-19 15:22:57.817,       382: Grenzwert;        382: Rückstellmuster;        382: Totalausfall;        382: Vision
37,626220,635130,ZXTN25100BFH,9Z23MORSE.3: 4(probed),SS6,LFSOT23,AU,True,False,7314.0,102.0,82743.0,0.917745316607327,2020-10-20 00:00:00.000,1289,False,False,Ausbeute,VCEsat,minsung-kim,2020-10-19 07:39:33.857,minsung-kim,2020-10-19 07:21:15.893,       378: Grenzwert;        378: Rückstellmuster;        378: Totalausfall
38,626407,635143,ZVN4424GQ,9Z42OCCUR.8: 11(unprobed); 9Z42OCCUR.7: 4(ringprobed),MOSFET-H,SOT223,AU,True,False,5540.0,2340.0,122148.0,0.9393976681945427,2020-10-15 00:00:00.000,1288,False,False,Ausbeute,"IDSS, VGSth",minsung-kim,2020-10-20 07:50:16.917,minsung-kim,2020-10-13 08:01:50.360,       369: Grenzwert;        369: Rückstellmuster;        369: Totalausfall;        369: Vision
39,623617,635233,ZXTP25020BFH,9Z26RIGID.5: 2(ringprobed),SS6,LFSOT23,AU,True,False,5185.0,188.0,40081.0,0.8817925815109782,2020-10-14 00:00:00.000,1287,False,False,Ausbeute,ICEV,minsung-kim,2020-10-20 07:50:56.970,minsung-kim,2020-10-13 07:47:39.650,       369: Grenzwert;        369: Rückstellmuster;        369: Totalausfall
40,619710,634137,ZTX795A,9Z27UNDUE.8: 1(ringprobed),MT,ELineX,AU,True,False,523.0,62.0,11702.0,0.9523887035077725,2020-10-13 00:00:00.000,1286,False,False,Ausbeute,HFE,minsung-kim,2020-10-13 07:42:56.113,minsung-kim,2020-10-13 07:38:52.897,       369: Grenzwert;        369: Totalausfall
41,623403,634863,ZXTN2010G,9Z40GOOSE.4: 3(probed),HT,SOT223,PD,True,False,302.0,166.0,24285.0,0.9810932008241425,2020-10-13 00:00:00.000,1285,False,True,Q-Fehler,BVEBO,felix-kannemann,2020-10-26 14:24:24.860,felix-kannemann,2020-10-12 10:40:02.770,       364: Datalog;        371: Ausfall Gurter;        371: Rückstellmuster;        371: Vision;        390: Grenzwert;        390: Totalausfall
42,623405,634865,ZXTP2014G,9Z38HEMEN.6: 8(unprobed),HT,SOT223,PD,True,False,1228.0,237.0,69525.0,0.9793632906043105,2020-10-13 00:00:00.000,1284,False,True,Q-Fehler,BVEBO,felix-kannemann,2020-10-26 14:15:07.987,felix-kannemann,2020-10-12 08:56:17.007,       364: Datalog;        368: Grenzwert;        368: Totalausfall;        371: Ausfall Gurter;        371: Rückstellmuster;        371: Vision
43,619728,634155,ZXMN3A14F,9Z23CARVE.4: 14(unprobed),UMOS,LFSOT23,AU,True,False,1866.0,2444.0,148056.0,0.9717128493233399,2020-10-12 00:00:00.000,1283,False,True,Ausbeute,IGSS,tobias-hofmann,2020-10-09 12:33:10.620,tobias-hofmann,2020-10-09 09:38:58.490,       371: Blown on Test;        371: Grenzwert;        371: Kelvin;        371: Totalausfall;        372: Ausfall Gurter;        372: Blown on Test;        372: Grenzwert;        372: Rückstellmuster;        372: Totalausfall;        372: Vision;        377: Blown on Test
44,621128,634406,FZT692BQ,9Z40AGLOW.4: 2(probed),MT,SOT223,AU,True,False,5.0,83.0,20577.0,0.9957415920638761,2020-10-08 00:00:00.000,1282,False,True,Prozessfehler,"ICB0, ICES",martin-krausse,2020-10-09 15:51:52.893,tobias-hofmann,2020-10-08 11:05:36.150,       371: Grenzwert;        371: Rückstellmuster;        371: Totalausfall;        371: Vision
45,614401,633123,ZTX1049A,9Z27MOOSE.4: 2(unprobed),HT,ELineX,AU,False,False,205.0,338.0,16065.0,0.9673049132947977,,1281,False,False,Allg. & ZVR.,,martin-krausse,2020-10-08 10:51:46.060,martin-krausse,2020-10-08 10:43:19.650,
46,621208,634421,FMMT618,9Z40SHEIK.3: 8(unprobed),ST,SOT23,CU,True,False,2334.0,899.0,150277.0,0.9789394827698521,2020-10-08 00:00:00.000,1280,False,False,Ausbeute,HFE,minsung-kim,2020-10-08 08:56:21.327,minsung-kim,2020-10-08 08:55:03.207,       368: Grenzwert;        368: Rückstellmuster;        368: Totalausfall;        390: Grenzwert;        390: Rückstellmuster;        390: Totalausfall;        390: Vision
47,623402,634862,ZXMS6006SGQ,9Z29MITES.5: 7(unprobed),SVMOS,SOT223,AU,True,False,1862.0,42.0,29030.0,0.9384496023792591,2020-10-07 00:00:00.000,1279,False,False,Ausbeute,Ttrip,minsung-kim,2020-10-07 11:30:55.363,minsung-kim,2020-10-07 11:29:19.270,       364: Grenzwert;        364: Rückstellmuster;        364: Totalausfall;        364: Vision
48,620106,634289,BSP75NQ,9Z42ALBUM.5: 19(unprobed); 9Z42ALBUM.4: 2(ringprobed),SVMOS,SOT223,AU,True,False,1713.0,349.0,112268.0,0.9819644887606053,2020-09-29 00:00:00.000,1278,False,True,Allg. & ZVR.,IDSS,felix-kannemann,2020-10-07 11:55:42.830,felix-kannemann,2020-10-06 14:56:01.610,       381: Grenzwert;        381: Rückstellmuster;        381: Totalausfall;        381: Vision
49,620007,634283,FZT955,9Z38RUINS.9: 7(unprobed),HT,SOT223,CU,True,False,78.0,755.0,34571.0,0.9764715851316236,2020-10-05 00:00:00.000,1277,False,True,Ausbeute,BVEBO,felix-kannemann,2020-10-06 17:27:42.480,felix-kannemann,2020-10-06 13:51:25.850,       377: Grenzwert;        377: Rückstellmuster;        377: Totalausfall
50,618009,633845,ZTX857,9Z38MAORI.5: 3(unprobed),HT,ELineX,AU,True,False,104.0,409.0,15135.0,0.9672162576687117,2020-10-08 00:00:00.000,1276,False,False,Ausbeute,,minsung-kim,2020-10-06 12:14:42.443,minsung-kim,2020-10-06 12:13:18.937,       364: Blown On Test;        364: Grenzwert;        364: Totalausfall
51,610450,632659,ZVN4310A,9Z31PODIA.4: 4(unprobed),MOSFET-H,ELineX,AU,True,False,576.0,256.0,20512.0,0.9610194902548725,2020-10-08 00:00:00.000,1275,False,False,Ausbeute,"IDSS, VGSth",minsung-kim,2020-10-06 12:12:36.780,minsung-kim,2020-10-06 12:11:48.590,       368: Blown On Test;        368: Grenzwert;        368: Totalausfall
52,621135,634412,FZT949,9Y48DEEPS.8: 3(unprobed); 9Y48DEEPS.7: 4(unprobed),HT,SOT223,CU,True,False,965.0,342.0,35093.0,0.9640934065934066,2020-10-08 00:00:00.000,1274,False,False,Ausbeute,IEBO,minsung-kim,2020-10-05 15:07:17.520,minsung-kim,2020-10-05 12:57:16.490,       364: Ausfall Gurter;        364: Grenzwert;        364: Rückstellmuster;        364: Totalausfall;        364: Vision;        371: Q-Fehler
53,621219,634432,ZXTP25020CFH,9Z14BUSES.5: 3(probed),SS6,LFSOT23,AU,True,False,1066.0,305.0,62269.0,0.9784569453174105,2020-10-06 00:00:00.000,1273,False,False,Ausbeute,VCEsat,minsung-kim,2020-10-05 15:09:39.423,minsung-kim,2020-10-05 12:50:26.827,       371: Grenzwerte;        371: Kelvin;        371: Totalausfall;        371: Vision 5S;        371: Vision Marking;        374: Grenzwert;        374: Rückstellmuster;        374: Totalausfall
54,619748,634164,FZT857Q,9Z38THREE.4: 15(ringprobed); 9Z37MAMMY.5: 21(ringprobed),HT,SOT223,AU,True,False,1194.0,2252.0,180666.0,0.9812831320066047,2020-10-12 00:00:00.000,1272,False,True,Allg. & ZVR.,Partikel,martin-krausse,2020-10-09 15:45:46.910,felix-kannemann,2020-10-05 11:20:29.520,       364: Datalog;        369: Grenzwert;        369: Totalausfall;        372: Q-Fehler;        374: Ausfall Gurter;        374: Rückstellmuster;        374: Vision
55,614404,633126,ZVN4210A,9Z26KLICK.4: 2(probed),MOSFET-M,ELineX,AU,True,False,1929.0,30.0,24497.0,0.9259525249470819,2020-10-07 00:00:00.000,1271,False,False,Ausbeute,RDSon,minsung-kim,2020-10-05 09:53:11.777,minsung-kim,2020-10-05 09:50:41.983,       363: Grenzwert;        376: Blown On Test;        376: Totalausfall
56,619729,634156,ZXTN2020F,9Z10ROGUE.6: 6(ringprobed),SS6,LFSOT23,AU,False,True,,,,,,1270,False,True,Ausbeute,"BVEBO, VCEsat, HFE",tobias-hofmann,2020-10-02 12:20:17.233,minsung-kim,2020-10-02 08:37:30.970,       363: Grenzwert;        363: Rückstellmuster;        363: Totalausfall;        381: Grenzwerte;        381: Kelvin;        381: Rückstellmuster;        381: Totalausfall;        381: Vision 5S;        381: Vision Marking
57,621129,634407,FZT692B,9Z25ELVEN.4: 13(probed),MT,SOT223,CU,True,False,670.0,233.0,166362.0,0.994601381042059,2020-10-07 00:00:00.000,1269,False,True,Q-Fehler,VCEsat,felix-kannemann,2020-10-07 11:56:33.670,felix-kannemann,2020-10-01 12:54:44.977,       363: Grenzwert;        363: Rückstellmuster;        363: Totalausfall;        363: Vision
58,621607,634552,BSP75NQ,9Z44CABLE.8: 17(unprobed); 9Z44CABLE.6: 1(ringprobed); 9Z44CABLE.7: 5(ringprobed); 9Z44CABLE.5: 1(probed),SVMOS,SOT223,AU,False,True,,,,,2020-10-02 00:00:00.000,1268,False,True,Q-Fehler,BVDSS,felix-kannemann,2020-10-07 11:56:10.427,felix-kannemann,2020-10-01 09:25:17.630,       381: Grenzwert;        381: Rückstellmuster;        381: Totalausfall;        381: Vision
59,621216,634429,ZXTN25060BFH,9Y43WITCH.3: 2(ringprobed),SS6,LFSOT23,AU,True,False,1177.0,222.0,39784.0,0.9660296724376564,2020-10-01 00:00:00.000,1267,False,False,Ausbeute,"HFE, VCEsat",minsung-kim,2020-10-01 08:06:57.827,minsung-kim,2020-10-01 08:03:52.487,       381: Grenzwert;        381: Rückstellmuster;        381: Totalausfall
60,618110,633882,FZT953Q,9Z34WREAK.4: 1(ringprobed); 9Z34WREAK.6: 23(unprobed),HT,SOT223,AU,True,False,513.0,3192.0,119214.0,0.9698581993019794,2020-09-30 00:00:00.000,1266,False,True,Q-Fehler,BVEBO,felix-kannemann,2020-10-01 11:54:03.347,felix-kannemann,2020-09-30 09:01:15.577,       363: Grenzwert;        363: Totalausfall;        364: Datalog;        368: Q-Fehler;        390: Ausfall Gurter;        390: Rückstellmuster;        390: Vision
61,621127,634405,FZT690B,9Z38BROIL.5: 9(unprobed),MT,SOT223,CU,True,False,340.0,1061.0,115164.0,0.9879809548320679,2020-09-30 00:00:00.000,1265,False,False,Q-Fehler,VCEsat ,felix-kannemann,2020-10-01 12:37:25.203,felix-kannemann,2020-09-30 08:56:20.320,       390: Grenzwert;        390: Rückstellmuster;        390: Totalausfall;        390: Vision
62,621706,634560,FMMT614-7-55,9Z41COVEN.4: 6(unprobed),HT,SOT23,AU,False,False,578.0,49.0,167658.0,0.9962741777342009,2020-10-23 00:00:00.000,1264,False,False,Allg. & ZVR.,,felix-kannemann,2020-09-29 13:20:50.360,christoph-siebert,2020-09-29 13:19:59.520,        11: Ausfall Gurter;         11: Kelvin;         11: Q-Fehler;         11: Vision;         32: Ausfall Gurter;         32: Kelvin;         32: Rückstellmuster;         32: Vision;        367: Blown on Test;        367: ICBO-Fehler;        367: ICES-Fehler;        367: IEBO-Fehler;        367: Offen;        367: RTHI-Fehler;        367: Totalausfall;        367: VCESAT-Fehler;        389: Blown on Test;        389: Grenzwert;        389: ICBO-Fehler;        389: ICES-Fehler;        389: IEBO-Fehler;        389: Kelvin;        389: Kurzschluss;        389: Leer;        389: Offen;        389: RTHI-Fehler;        389: Totalausfall;        389: VCESAT-Fehler
63,618072,633854,FMMT558Q,9Z19KARMA.5: 2(unprobed),HT,SOT23,AU,True,False,1243.0,74.0,60307.0,0.9786284564455408,2020-09-30 00:00:00.000,1263,False,False,Prozessfehler,Cratering-Check,felix-kannemann,2020-09-29 08:26:46.890,felix-kannemann,2020-09-29 08:21:49.490,       364: Grenzwerte;        364: Kelvin;        364: Orientierung;        364: Rückstellmuster;        364: Totalausfall;        364: Vision 5S;        364: Vision Marking
