,a_lot,ba,device,wafer_info,device_group,package,bond_wire,release,scrapped,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,edit_user,edit_date,create_user,create_date,box_class
347,523254,619952,ZDT1053,9Y44HELPS.6: 3(unprobed); 9Y44SMOCK.6: 4(probed),2HT,SM8,CU,True,False,3132.0,714.0,26479.0,0.8731739488870569,2019-11-27 00:00:00.000,910,False,True,Q-Fehler,BVEBO,felix-kannemann,2019-11-26 13:29:06.547,felix-kannemann,2019-11-26 10:21:12.400,       251: Grenzwert;        251: Orientierung;        251: Rückstellmuster;        251: Totalausfall;        251: Vision
348,520574,619652,ZR431LF01,9Y45DOMED.8: 8(unprobed),IC,LFSOT23,AU,True,False,2165.0,555.0,158644.0,0.9831436999578592,2019-11-21 00:00:00.000,909,False,True,Allg. & ZVR.,,martin-krausse,2019-11-21 09:59:34.973,martin-krausse,2019-11-19 12:08:56.907,        27: Ausfall Gurter;         27: Rückstellmuster;         27: Vision;         60: GND offen;         60: Grenzwert;         60: Totalausfall;         60: Vref offen;         60: Vz offen;        245: Grenzwert;        245: Totalausfall;        245: Vref offen;        245: Vz offen;        254: Ausfall Gurter;        254: Rückstellmuster;        254: Vision;        268: GND offen;        268: Grenzwert;        268: Totalausfall;        268: Vref offen;        268: Vz offen
349,520574,621550,ZR431LF02,9Y45DOMED.8: 8(unprobed),IC,LFSOT23,AU,True,False,,,,,2020-01-06 00:00:00.000,909,False,True,Allg. & ZVR.,,martin-krausse,2019-11-21 09:59:34.973,martin-krausse,2019-11-19 12:08:56.907,        27: Ausfall Gurter;         27: Rückstellmuster;         27: Vision;         60: GND offen;         60: Grenzwert;         60: Totalausfall;         60: Vref offen;         60: Vz offen;        245: Grenzwert;        245: Totalausfall;        245: Vref offen;        245: Vz offen;        254: Ausfall Gurter;        254: Rückstellmuster;        254: Vision;        268: GND offen;        268: Grenzwert;        268: Totalausfall;        268: Vref offen;        268: Vz offen
350,525782,620341,ZXMP6A17G,9Y43SNARE.8: 2(probed); 9Y43SNARE.6: 20(probed),UMOS,SOT223,CU,True,False,137.0,1615.0,149796.0,0.9884393063583815,2019-11-19 00:00:00.000,908,False,True,Allg. & ZVR.,GD Kurzschluss,martin-krausse,2019-11-21 09:36:25.233,martin-krausse,2019-11-19 10:34:27.283,       250: Grenzwert;        250: IGSS@27V;        250: Rückstellmuster;        250: Totalausfall;        250: Vision
351,523170,619933,ZXTP19020DFF,9Y09SEIZE.6: 4(ringprobed),MT,SOT23F,AU,True,False,1257.0,178.0,46479.0,0.9700505071586593,2019-11-19 00:00:00.000,907,False,True,Q-Fehler,"BVEBO, BVCEO",felix-kannemann,2019-11-18 13:05:06.873,felix-kannemann,2019-11-18 10:41:46.903,       250: Grenzwerte;        250: Rückstellmuster;        250: Totalausfall;        250: Vision 5S;        250: Vision Marking
352,520574,621550,ZR431LF02,9Y45DOMED.8: 8(unprobed),IC,LFSOT23,AU,True,False,,,,,2020-01-06 00:00:00.000,906,False,True,Q-Fehler,Vref offen,martin-krausse,2019-11-15 15:39:22.040,martin-krausse,2019-11-13 10:40:02.373,        27: Ausfall Gurter;         27: Rückstellmuster;         27: Vision;         60: GND offen;         60: Grenzwert;         60: Totalausfall;         60: Vref offen;         60: Vz offen;        245: Grenzwert;        245: Totalausfall;        245: Vref offen;        245: Vz offen;        254: Ausfall Gurter;        254: Rückstellmuster;        254: Vision;        268: GND offen;        268: Grenzwert;        268: Totalausfall;        268: Vref offen;        268: Vz offen
353,520574,619652,ZR431LF01,9Y45DOMED.8: 8(unprobed),IC,LFSOT23,AU,True,False,2165.0,555.0,158644.0,0.9831436999578592,2019-11-21 00:00:00.000,906,False,True,Q-Fehler,Vref offen,martin-krausse,2019-11-15 15:39:22.040,martin-krausse,2019-11-13 10:40:02.373,        27: Ausfall Gurter;         27: Rückstellmuster;         27: Vision;         60: GND offen;         60: Grenzwert;         60: Totalausfall;         60: Vref offen;         60: Vz offen;        245: Grenzwert;        245: Totalausfall;        245: Vref offen;        245: Vz offen;        254: Ausfall Gurter;        254: Rückstellmuster;        254: Vision;        268: GND offen;        268: Grenzwert;        268: Totalausfall;        268: Vref offen;        268: Vz offen
354,523183,619946,ZMR330F,9Y47RAFTS.6: 7(unprobed),IC,LFSOT23,AU,True,False,1019.0,3262.0,137499.0,0.9698053322048243,2019-11-18 00:00:00.000,905,False,True,Q-Fehler,,martin-krausse,2019-11-15 15:40:50.860,martin-krausse,2019-11-13 10:25:39.140,        99: Grenzwert;         99: Rückstellmuster;         99: Totalausfall;        157: Grenzwert;        157: Totalausfall
355,521455,619792,FMMT614-7-55,9Y36HUMAN.8: 6(unprobed),HT,SOT23,AU,True,False,2423.0,163.0,162422.0,0.9843280325802385,2019-11-04 00:00:00.000,903,True,True,Q-Fehler,ICES/ICBO,martin-krausse,2020-02-13 10:01:23.250,martin-krausse,2019-11-11 12:29:24.570,       245: Blown on Test;        245: Grenzwert;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Leer;        245: Totalausfall;        245: VCESAT-Fehler;        254: Ausfall Gurter;        254: Rückstellmuster;        258: Ausfall Gurter;        446: Ausfall Gurter;        446: Blown on Test;        446: Grenzwert;        446: ICBO-Fehler;        446: ICES-Fehler;        446: IEBO-Fehler;        446: Kelvin;        446: Kurzschluss;        446: Leer;        446: Rückstellmuster;        446: Totalausfall;        446: VCESAT-Fehler;        446: Vision
356,521455,620691,FMMT614,9Y36HUMAN.8: 6(unprobed),HT,SOT23,AU,True,False,,,,,2019-12-11 00:00:00.000,903,True,True,Q-Fehler,ICES/ICBO,martin-krausse,2020-02-13 10:01:23.250,martin-krausse,2019-11-11 12:29:24.570,       245: Blown on Test;        245: Grenzwert;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Leer;        245: Totalausfall;        245: VCESAT-Fehler;        254: Ausfall Gurter;        254: Rückstellmuster;        258: Ausfall Gurter;        446: Ausfall Gurter;        446: Blown on Test;        446: Grenzwert;        446: ICBO-Fehler;        446: ICES-Fehler;        446: IEBO-Fehler;        446: Kelvin;        446: Kurzschluss;        446: Leer;        446: Rückstellmuster;        446: Totalausfall;        446: VCESAT-Fehler;        446: Vision
357,523560,620026,FMMT614-7-55,9Y36MANSE.5: 7(unprobed),HT,SOT23,AU,True,False,1055.0,105.0,197947.0,0.994173986851291,2019-11-15 00:00:00.000,902,False,True,Q-Fehler,IEBO,martin-krausse,2019-11-20 09:39:56.990,martin-krausse,2019-11-11 12:21:43.767,        43: Blown on Test;         43: Grenzwert;         43: ICBO-Fehler;         43: ICES-Fehler;         43: IEBO-Fehler;         43: Kelvin;         43: Kurzschluss;         43: Leer;         43: Offen;         43: RTHI-Fehler;         43: Totalausfall;         43: VBESAT-Fehler;         43: VCESAT-Fehler;        245: Ausfall Gurter;        245: Blown on Test;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Offen;        245: RTHI-Fehler;        245: Totalausfall;        245: Vision;        254: Ausfall Gurter;        254: Rückstellmuster
358,523560,620695,FMMT614,9Y36MANSE.5: 7(unprobed),HT,SOT23,AU,True,False,,,,,2019-12-11 00:00:00.000,902,False,True,Q-Fehler,IEBO,martin-krausse,2019-11-20 09:39:56.990,martin-krausse,2019-11-11 12:21:43.767,        43: Blown on Test;         43: Grenzwert;         43: ICBO-Fehler;         43: ICES-Fehler;         43: IEBO-Fehler;         43: Kelvin;         43: Kurzschluss;         43: Leer;         43: Offen;         43: RTHI-Fehler;         43: Totalausfall;         43: VBESAT-Fehler;         43: VCESAT-Fehler;        245: Ausfall Gurter;        245: Blown on Test;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Offen;        245: RTHI-Fehler;        245: Totalausfall;        245: Vision;        254: Ausfall Gurter;        254: Rückstellmuster
359,520565,619643,FMMT614-7-55,9Y41GASSY.7: 3(unprobed); 9Y41GASSY.8: 3(unprobed),HT,SOT23,AU,True,False,587.0,100.0,168131.0,0.9959305287350875,2019-11-11 00:00:00.000,901,False,True,Q-Fehler,ICBO,martin-krausse,2019-11-20 09:41:03.530,martin-krausse,2019-11-11 12:18:25.373,        43: Ausfall Gurter;         43: Q-Fehler;         43: Rückstellmuster;         43: Vision;         60: Blown on Test;         60: ICBO-Fehler;         60: ICES-Fehler;         60: IEBO-Fehler;         60: Kelvin;         60: Kurzschluss;         60: Leer;         60: Totalausfall;        245: Blown on Test;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Leer;        245: Offen;        245: Totalausfall;        245: VCESAT-Fehler;        254: Ausfall Gurter;        254: Rückstellmuster;        448: Blown on Test;        448: ICBO-Fehler;        448: ICES-Fehler;        448: IEBO-Fehler;        448: Kelvin;        448: Kurzschluss;        448: Leer;        448: Offen;        448: RTHI-Fehler;        448: Totalausfall;        448: VCESAT-Fehler;        449: Blown on Test;        449: Grenzwert;        449: ICBO-Fehler;        449: ICES-Fehler;        449: IEBO-Fehler;        449: Kurzschluss;        449: Offen;        449: RTHI-Fehler;        449: Totalausfall
360,520565,620693,FMMT614,9Y41GASSY.7: 3(unprobed); 9Y41GASSY.8: 3(unprobed),HT,SOT23,AU,True,False,,,,,2019-12-11 00:00:00.000,901,False,True,Q-Fehler,ICBO,martin-krausse,2019-11-20 09:41:03.530,martin-krausse,2019-11-11 12:18:25.373,        43: Ausfall Gurter;         43: Q-Fehler;         43: Rückstellmuster;         43: Vision;         60: Blown on Test;         60: ICBO-Fehler;         60: ICES-Fehler;         60: IEBO-Fehler;         60: Kelvin;         60: Kurzschluss;         60: Leer;         60: Totalausfall;        245: Blown on Test;        245: ICBO-Fehler;        245: ICES-Fehler;        245: IEBO-Fehler;        245: Kelvin;        245: Kurzschluss;        245: Leer;        245: Offen;        245: Totalausfall;        245: VCESAT-Fehler;        254: Ausfall Gurter;        254: Rückstellmuster;        448: Blown on Test;        448: ICBO-Fehler;        448: ICES-Fehler;        448: IEBO-Fehler;        448: Kelvin;        448: Kurzschluss;        448: Leer;        448: Offen;        448: RTHI-Fehler;        448: Totalausfall;        448: VCESAT-Fehler;        449: Blown on Test;        449: Grenzwert;        449: ICBO-Fehler;        449: ICES-Fehler;        449: IEBO-Fehler;        449: Kurzschluss;        449: Offen;        449: RTHI-Fehler;        449: Totalausfall
361,517061,619261,ZXTP05120HFF,9Y10WOUND.4: 7(unprobed),MT,SOT23F,CU,True,True,499.0,600.0,45269.0,0.9762983091787439,2019-12-02 00:00:00.000,900,False,True,Q-Fehler,Drähte an Gehäuseoberfläche sichtbar,martin-krausse,2020-01-16 16:19:17.640,martin-krausse,2019-11-11 11:57:43.547,       266: Grenzwerte;        266: Rückstellmuster;        266: Totalausfall;        266: Vision 5S;        266: Vision Marking
362,512561,618530,FMMT625,9Y33FILCH.1: 1(probed); 9Y26DRAIN.6: 1(ringprobed); 9Y33FILCH.4: 1(ringprobed),ST,SOT23,CU,False,False,,,0.0,,,899,False,False,Q-Fehler,Kappenversatz,martin-krausse,2019-11-07 11:47:37.467,martin-krausse,2019-11-07 11:46:22.440,
363,520569,619647,FMMT619,9Y43RIOTS.3: 8(unprobed),ST,SOT23,CU,True,True,863.0,1394.0,149103.0,0.9850885306553911,2019-11-15 00:00:00.000,898,False,True,Q-Fehler,Blown on Test &gt;1%,martin-krausse,2020-01-16 16:18:17.530,martin-krausse,2019-11-07 08:22:39.660,       157: Ausfall Gurter;        157: Rückstellmuster
364,512565,618534,ZXCT1008QF,9Y43BANJO.2: 12(probed),IC,LFSOT23,AU,True,False,13175.0,51.0,163334.0,0.9250906207521522,2019-10-16 00:00:00.000,897,True,False,Ausbeute,,christoph-siebert,2019-11-04 10:12:26.310,christoph-siebert,2019-11-04 10:11:55.743,       443: Grenzwert;        443: Totalausfall;        443: Vision
365,512564,618533,ZXCT1008F,9Y43BANJO.2: 12(probed),IC,LFSOT23,AU,True,False,9561.0,115.0,153334.0,0.9406416784246365,2019-10-08 00:00:00.000,896,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:11:38.817,christoph-siebert,2019-11-04 10:10:59.650,       242: Grenzwert;        242: Totalausfall;        242: Vision
366,509268,618220,ZXCT1008QF,9Y35PURSE.3: 7(probed),IC,LFSOT23,AU,True,False,29879.0,22.0,73279.0,0.7102054661756154,2019-10-01 00:00:00.000,895,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:09:45.420,christoph-siebert,2019-11-04 10:09:38.140,        57: Totalausfall;         57: Vision;        240: Grenzwert
367,509267,618219,ZXCT1008F,9Y35PURSE.3: 6(probed),IC,LFSOT23,AU,True,False,21157.0,20.0,70443.0,0.768860510805501,2019-10-02 00:00:00.000,894,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:09:12.967,christoph-siebert,2019-11-04 10:08:35.200,        57: Totalausfall;         57: Vision;        240: Grenzwert
368,489159,616220,ZLDO330T8,9Y25TENSE.1: 3(probed); 9Y25TENSE.4: 2(probed); 9Y30ODOUR.5: 2(unprobed),1LT/1IC,SM8,AU,True,False,7742.0,1221.0,29767.0,0.76857733023496,2019-08-05 00:00:00.000,893,True,False,Ausbeute,Vref,christoph-siebert,2019-11-12 16:34:12.800,christoph-siebert,2019-11-04 09:56:29.500,       358: Grenzwert;        358: Totalausfall;        358: Vision;        435: Orientierung;        435: Vision;        437: Grenzwert;        437: Totalausfall
369,489160,616221,ZLDO500T8,9Y25TENSE.1: 4(probed); 9Y30ODOUR.5: 2(unprobed),1LT/1IC,SM8,AU,True,False,13825.0,345.0,19038.0,0.5732955914237533,2019-08-02 00:00:00.000,892,True,False,Ausbeute,Vref,christoph-siebert,2019-11-12 16:33:57.250,christoph-siebert,2019-11-04 09:55:27.100,       435: Orientierung;        435: Totalausfall;        435: Vision;        437: Grenzwert
370,518985,619507,ZMR250F,9Y40CANDY.24: 2(unprobed); 9Y40CANDY.23: 3(unprobed),IC,LFSOT23,AU,False,False,1294.0,4300.0,89876.0,0.9414056771760763,2019-11-06 00:00:00.000,891,False,True,Q-Fehler,,martin-krausse,2019-11-07 10:26:06.250,martin-krausse,2019-11-04 09:39:01.907,       446: Grenzwert;        446: Rückstellmuster;        446: Totalausfall;        448: Grenzwert;        448: Totalausfall
371,512487,618518,ZXMN6A25G,9Y40BRUNT.3: 9(probed),UMOS,SOT223,CU,True,False,860.0,147.0,35052.0,0.9720735461327269,2019-10-23 00:00:00.000,890,False,True,Q-Fehler,IDSS,martin-krausse,2019-10-23 13:24:16.117,martin-krausse,2019-10-17 08:19:43.937,        62: Grenzwert;         62: IGSS@27V;         62: Totalausfall;         62: Vision;         62: ZXMN6A25G
372,502959,618166,ZXTN19100CFF,9Y34SKIED.6: 8(probed); 9Y33DUOMO.5: 1(probed),MT,SOT23F,CU,True,False,13240.0,30.0,81121.0,0.8594145628290832,2019-10-17 00:00:00.000,889,True,True,Ausbeute,VCEsat,martin-krausse,2019-10-11 16:04:51.937,martin-krausse,2019-10-10 12:29:05.550,        38: Grenzwerte;         38: Totalausfall;         38: Vision 5S;         38: Vision Marking
373,497559,617076,ZXTN19100CFF,9Y32TRUCE.10: 1(probed); 9Y33DUOMO.4: 4(probed),MT,SOT23F,CU,True,False,42675.0,182.0,22483.0,0.344092439546985,2019-08-30 00:00:00.000,888,True,True,Ausbeute,VCEsat,martin-krausse,2019-10-11 16:06:08.140,martin-krausse,2019-10-10 12:25:54.677,       440: Grenzwerte;        440: Totalausfall;        440: Vision 5S;        440: Vision Marking
374,505959,617971,FMMT614-7-55,9Y36HUMAN.8: 8(unprobed),HT,SOT23,AU,False,True,1099.0,168.0,224239.0,0.9943815242166506,2019-10-15 00:00:00.000,887,True,True,Q-Fehler,"ICBO, ICEV",felix-kannemann,2020-02-13 10:07:22.080,felix-kannemann,2019-10-08 15:09:03.390,        38: Ausfall Gurter;         38: Vision;         60: Blown on Test;         60: ICBO-Fehler;         60: ICES-Fehler;         60: IEBO-Fehler;         60: Kelvin;         60: Leer;         60: RTHI-Fehler;        242: Blown on Test;        242: ICBO-Fehler;        242: ICES-Fehler;        242: IEBO-Fehler;        242: Kelvin;        242: Kurzschluss;        242: Leer;        242: Offen;        242: RTHI-Fehler;        242: VCESAT-Fehler;        444: Ausfall Gurter;        444: Q-Fehler;        444: Vision
375,505957,617970,FMMT614-7-55,9Y36HUMAN.8: 8(unprobed),HT,SOT23,AU,False,True,2286.0,176.0,220218.0,0.988943775821807,2019-10-14 00:00:00.000,886,True,True,Q-Fehler,"ICBO, ICEV",felix-kannemann,2020-02-13 10:09:50.790,felix-kannemann,2019-10-08 07:50:01.650,        60: Blown on Test;         60: ICBO-Fehler;         60: ICES-Fehler;         60: IEBO-Fehler;         60: Kelvin;         60: Leer;         60: RTHI-Fehler;        239: Blown on Test;        239: Grenzwert;        239: ICBO-Fehler;        239: ICES-Fehler;        239: IEBO-Fehler;        239: Kelvin;        239: Kurzschluss;        239: Leer;        239: Offen;        239: RTHI-Fehler;        239: Totalausfall;        239: VCESAT-Fehler;        242: Blown on Test;        242: ICBO-Fehler;        242: ICES-Fehler;        242: IEBO-Fehler;        242: Kelvin;        242: Leer;        242: Offen;        242: RTHI-Fehler;        443: Ausfall Gurter;        443: Q-Fehler;        443: Vision
376,497484,617065,ZXCT1008F,9Y32CHAMP.2: 4(probed),IC,LFSOT23,AU,True,False,5365.0,251.0,55639.0,0.9083176883519712,2019-08-29 00:00:00.000,885,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:05:47.827,christoph-siebert,2019-09-27 15:20:40.600,       440: Grenzwert;        440: Totalausfall;        440: Vision
377,488570,616125,ZXCT1008QF,9Y32CHAMP.2: 2(probed),IC,LFSOT23,AU,True,False,3329.0,56.0,27597.0,0.8907430120715254,2019-07-31 00:00:00.000,884,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:05:44.860,christoph-siebert,2019-09-27 15:19:54.687,       230: Grenzwert;        230: Totalausfall
378,495096,616832,ZXCT1008QF,9Y33FLANK.2: 6(probed),IC,LFSOT23,AU,True,False,5965.0,72.0,84349.0,0.9332086827606045,2019-08-16 00:00:00.000,883,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:05:34.157,christoph-siebert,2019-09-27 09:49:54.440,       146: Grenzwert;        146: Totalausfall;        146: Vision
379,507767,618132,ZXMP6A17G,9Y35GIDDY.5: 23(probed),UMOS,SOT223,CU,True,False,699.0,3371.0,156099.0,0.9745893400096148,2019-09-30 00:00:00.000,882,False,True,Q-Fehler,GS/GD- Kurzschlüsse,martin-krausse,2019-09-27 14:01:39.373,martin-krausse,2019-09-27 08:35:22.633,       130: Totalausfall;        184: Grenzwert;        184: IGSS@27V;        184: Vision
380,499380,617237,ZXCT1008QF,9X45WODAN.7: 7(probed),IC,LFSOT23,AU,True,False,10395.0,2493.0,94632.0,0.8801339285714286,2019-09-04 00:00:00.000,881,False,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-09-27 09:39:31.523,christoph-siebert,2019-09-26 13:38:49.250,       440: Grenzwert;        440: Totalausfall;        440: Vision
381,499379,617236,ZXCT1008F,9X45WODAN.7: 4(probed),IC,LFSOT23,AU,True,False,6793.0,80.0,54222.0,0.8875030689909158,2019-09-03 00:00:00.000,880,False,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-09-27 09:39:21.440,christoph-siebert,2019-09-26 13:36:30.363,       439: Grenzwert;        439: Totalausfall
382,503808,617751,ZXCT1008F,9Y35PURSE.3: 11(probed),IC,LFSOT23,AU,True,False,44151.0,99.0,129790.0,0.7457481038841646,2019-09-13 00:00:00.000,879,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:08:06.577,christoph-siebert,2019-09-26 13:34:28.030,       136: Totalausfall;        136: Vision;        236: Grenzwert
383,505974,617981,ZXCT1008QF,9Y35OPTED.5: 1(probed); 9Y35OPTED.1: 6(probed),IC,LFSOT23,AU,True,False,35820.0,99.0,63981.0,0.6404504504504505,2019-09-18 00:00:00.000,878,True,False,Ausbeute,Iout,christoph-siebert,2019-11-04 10:02:54.220,christoph-siebert,2019-09-26 13:33:47.470,       225: Totalausfall;        225: Vision;        236: Grenzwert
384,495097,616833,ZXCT1008QF,9Y33FLANK.2: 7(probed); 9Y33FLANK.5: 1(probed),IC,LFSOT23,AU,True,False,15136.0,42.0,94292.0,0.8613501415913035,2019-08-23 00:00:00.000,877,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:02:51.297,christoph-siebert,2019-09-26 13:32:56.643,       435: Totalausfall;        435: Vision;        437: Grenzwert
385,495095,616831,ZXCT1008F,9Y33FLANK.2: 8(probed),IC,LFSOT23,AU,True,False,23532.0,104.0,90214.0,0.7923935002195872,2019-08-16 00:00:00.000,876,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:02:48.030,christoph-siebert,2019-09-26 13:32:16.087,       146: Totalausfall;        146: Vision;        181: Grenzwert
386,492577,616561,ZXCT1008QF,9Y30OXIDE.2: 16(probed),IC,LFSOT23,AU,True,False,40248.0,465.0,187367.0,0.8214968432129077,2019-08-15 00:00:00.000,875,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:02:44.830,christoph-siebert,2019-09-26 13:30:45.330,       146: Totalausfall;        146: Vision;        223: Grenzwert
387,492576,616560,ZXCT1008QF,9Y30OXIDE.2: 2(probed),IC,LFSOT23,AU,True,False,5915.0,13.0,23332.0,0.7974025974025974,2019-08-08 00:00:00.000,874,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:02:41.420,christoph-siebert,2019-09-26 13:30:03.610,         8: Grenzwert;          8: Totalausfall;          8: Vision
388,492575,616559,ZXCT1008F,9Y30OXIDE.7: 4(probed),IC,LFSOT23,AU,True,False,12135.0,106.0,46302.0,0.7909058299028064,2019-08-09 00:00:00.000,873,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:02:37.610,christoph-siebert,2019-09-26 13:17:52.233,       239: Totalausfall;        239: Vision;        240: Grenzwert
389,488569,616124,ZXCT1008F,9Y32CHAMP.2: 10(probed),IC,LFSOT23,AU,True,False,23771.0,402.0,129881.0,0.8430874888026276,2019-08-01 00:00:00.000,872,True,False,Ausbeute,<font color=black>Iout</font>,christoph-siebert,2019-11-04 10:01:56.003,christoph-siebert,2019-09-26 13:16:20.807,       230: Totalausfall;        230: Vision;        434: Grenzwert
390,505956,617969,ZXTN08400BFF,9Y37EVOKE.6: 1(ringprobed); 9Y38LEACH.8: 15(ringprobed),MT,SOT23F,CU,False,False,4550.0,4697.0,154785.0,0.9436268532969176,2019-09-26 00:00:00.000,871,False,True,Q-Fehler,BVCEO/VCEsat,felix-kannemann,2020-03-10 15:11:40.730,martin-krausse,2019-09-23 10:31:57.310,       241: Grenzwerte;        241: Totalausfall;        241: Vision 5S;        241: Vision Marking;        256: Grenzwerte;        256: Vision 5S;        256: Vision Marking
391,499378,617235,ZTLV431AF,9Y33VAMPS.7: 2(ringprobed),IC,LFSOT23,AU,True,False,3396.0,1518.0,33802.0,0.8730757309639425,2019-09-18 00:00:00.000,870,False,True,Ausbeute,Rslope,martin-krausse,2019-09-17 14:46:12.287,martin-krausse,2019-09-17 11:20:52.267,       241: Grenzwert;        241: Totalausfall
392,501680,617453,ZX5T951G-36,9Y36HUMUS.6: 2(ringprobed); 9Y36HUMUS.5: 4(probed); 9Y35RANTS.7: 6(probed); 9Y35RANTS.10: 11(unprobed),HT,SOT223,AU,True,False,8677.0,771.0,184000.0,0.9511600016541913,2019-09-19 00:00:00.000,869,False,True,Allg. & ZVR.,,martin-krausse,2019-09-19 08:02:05.187,martin-krausse,2019-09-13 09:31:15.273,        38: Grenzwert;        136: Grenzwert;        136: Totalausfall;        136: Vision;        168: Grenzwert;        168: Totalausfall;        236: Grenzwert;        243: Grenzwert
393,499376,617233,ZR431LF01,9Y33VAMPS.7: 1(ringprobed),IC,LFSOT23,AU,True,False,126.0,747.0,18597.0,0.9551617873651772,2019-09-11 00:00:00.000,868,False,True,Ausbeute,V_ref,felix-kannemann,2019-09-12 12:17:38.657,felix-kannemann,2019-09-11 14:57:33.560,       168: Ausfall Gurter;        168: GND offen;        168: Grenzwert;        168: Totalausfall;        168: Vz offen;        225: Vref offen
394,495062,616801,ZXTP07040DFF,9Y28ROACH.6: 1(ringprobed); 9Y28ROACH.4: 2(probed); 9Y32MESON.7: 1(probed),MT,SOT23F,CU,True,False,11080.0,679.0,35918.0,0.7533611594689263,2019-09-25 00:00:00.000,867,False,True,Ausbeute,"ICB0, ICEV",martin-krausse,2019-09-26 09:46:32.497,felix-kannemann,2019-09-10 09:20:26.313,       225: Grenzwerte;        225: Totalausfall;        225: Vision 5S;        225: Vision Marking;        241: Grenzwerte;        241: Totalausfall;        241: Vision 5S;        241: Vision Marking
395,497560,617077,ZXTP07040DFF,9Y28ROACH.5: 7(unprobed),MT,SOT23F,CU,True,False,6061.0,685.0,84262.0,0.9258746483825597,2019-09-26 00:00:00.000,866,False,True,Ausbeute,"ICB0, ICEV",martin-krausse,2019-09-26 09:34:32.547,felix-kannemann,2019-09-10 09:17:03.697,       184: Grenzwerte;        184: Totalausfall;        184: Vision 5S;        184: Vision Marking;        225: Grenzwerte;        225: Kelvin;        225: Totalausfall;        225: Vision 5S;        225: Vision Marking;        241: Grenzwerte;        241: Totalausfall;        241: Vision 5S;        241: Vision Marking
396,501370,617430,ZMR500F,9Y36ROMAN.5: 12(unprobed),IC,LFSOT23,AU,True,False,714.0,95082.0,142347.0,0.597737493858732,2019-09-11 00:00:00.000,865,False,True,Ausbeute,TA,felix-kannemann,2019-09-12 16:40:33.733,felix-kannemann,2019-09-09 12:20:59.650,       166: Totalausfall;        225: Grenzwert;        225: Totalausfall;        225: Vision
397,499685,617269,ZVP4424G,9Y32PHYLA.4: 2(probed); 9Y32PHYLA.6: 2(ringprobed),MOSFET-H,SOT223,CU,True,False,463.0,448.0,15833.0,0.9455924510272337,2019-10-07 00:00:00.000,864,False,True,Q-Fehler,Bodenfreiheit,felix-kannemann,2019-11-07 16:21:04.283,felix-kannemann,2019-09-09 10:41:50.847,       242: Grenzwert;        242: Totalausfall;        242: Vision
398,497482,617063,ZR431LF01,9Y33VAMPS.6: 2(ringprobed),IC,LFSOT23,AU,True,False,806.0,19.0,37207.0,0.9783077408498106,2019-09-05 00:00:00.000,863,False,True,Q-Fehler,V_ref,felix-kannemann,2019-09-05 08:41:53.353,felix-kannemann,2019-09-04 11:41:27.780,       225: Vref offen;        436: GND offen;        436: Grenzwert;        436: Totalausfall;        436: Vz offen;        439: Ausfall Gurter
399,499375,617232,ZMR330F,9Y32PADDY.5: 9(unprobed),IC,LFSOT23,AU,True,False,1689.0,26196.0,155905.0,0.848277925893683,2019-09-06 00:00:00.000,862,False,True,Ausbeute,TA,felix-kannemann,2019-09-05 08:45:02.280,martin-krausse,2019-09-02 09:42:48.640,       439: Grenzwert;        439: Totalausfall;        441: Totalausfall;        442: Grenzwert
400,497487,617068,ZXTN25100DFH,9Y18SHOPS.3: 5(probed),SS6,LFSOT23,AU,False,True,592.0,1673.0,100885.0,0.9780416868637906,2019-09-06 00:00:00.000,861,False,True,Q-Fehler,EB short,martin-krausse,2020-01-16 16:18:29.797,felix-kannemann,2019-08-29 14:39:54.443,       168: Grenzwert;        241: Totalausfall
