a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,box_class,year,month,week,day
601602,631506,BSP75N,9Z30MATCH.4: 3(probed); 9Z30MATCH.6: 7(unprobed); 9Z30MATCH.5: 15(ringprobed),SVMOS,SMD,SOT223,AU,TA,132258.0,132088.0,1469.0,1440.0,129179.0,0.9779768033432257,2020-07-24 00:00:00.000,1155,False,True,Q-Fehler,,"<div>2 QF T_trip (2x RDS_on an Grenze, NM i.O.)</div>

<div>FA:</div>

<div>QF1 Source-Metallisierung beschädigt durch Probenadelabdrücke, Passivierungssplitter auf ungenutztem Bondpad</div>

<div>QF 2 i.O.</div>

<div>Freigabe SM</div>",felix-kannemann,2020-07-28 15:04:30.460,felix-kannemann,2020-07-24 11:15:14.187,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall;        338: Vision,2020.0,7.0,30.0,24.0
601601,631505,BSP75N,9Z28ROLLS.9: 1(unprobed); 9Z28ROLLS.8: 1(ringprobed),SVMOS,SMD,SOT223,AU,TA,10910.0,10755.0,438.0,217.0,10100.0,0.9390980939098094,2020-07-23 00:00:00.000,0,,,,,,,,,,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),       338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall;        338: Vision,2020.0,7.0,30.0,23.0
601533,631502,ZXCT1008QF,9Z26MODAL.3: 16(probed),IC,SMD,LFSOT23,AU,TC,226760.0,223483.0,48924.0,137.0,174422.0,0.7804709977940156,,0,,,,,,,,,,293; 292; 287; 248; 287,AOT40100; AOT40100; AOT40100; AOT40100; AOT40100,104; 104; 104; 104; 104,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,       333: CJ1-Leakage;        333: Grenzwert;        333: NoStart@2.5V;        333: Totalausfall;        333: Vin offen,,,,
601532,631501,ZHT431FM,9Z26LONGS.7: 7(ringprobed); 9Z28COOPS.4: 1(probed),IC,SMD,LFSOT23,AU,TA,159242.0,158259.0,2511.0,1373.0,154375.0,0.9754579518384421,2020-07-31 00:00:00.000,0,,,,,,,,,,287; 248; 293; 287; 304; 304,AOT40101; AOT40101; AOT40101; HP40186; HP40186; HP40186,105; 105; 105; 1023; 1023; 1023,,ZR43101XF,LEADFRAME DZN 1020,       338: GND offen;        338: Grenzwert;        338: Iz_off >25nA;        338: Totalausfall;        338: Vref offen;        338: Vz offen,2020.0,7.0,31.0,31.0
601530,631499,ZRB500F01,9Z27TEACH.4: 3(probed),IC,SMD,SOT23,AU,TA,56138.0,55765.0,51.0,10.0,55704.0,0.9989061239128486,2020-07-21 00:00:00.000,0,,,,,,,,,,248; 248,HP40186; HP40186,1023; 1023,,ZRB50001C,TRÄGERBAND TB 401 L-A veredelt,       334: Grenzwert;        334: Rückstellmuster;        334: Totalausfall;        334: Vision,2020.0,7.0,30.0,21.0
601529,631498,FMMT624,9Z17WEANS.4: 12(ringprobed),ST,SMD,SOT23,CU,TA,206041.0,204126.0,1382.0,886.0,201858.0,0.9888892154845537,2020-08-03 00:00:00.000,1151,False,False,Prozessfehler,,"<div>Possehl LS-N Trägerband Lot 23491-3815 Geometrie fehlerhaft, siehe Reklamation 01/2020_B</div>",ingo-hoerselmann,2020-07-22 13:01:27.750,ingo-hoerselmann,2020-07-22 12:59:19.953,236; 304; 304; 287,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,8.0,32.0,3.0
601527,631496,FMMT618,9Z22BEFIT.3: 8(unprobed),ST,SMD,SOT23,CU,TA,149821.0,149564.0,3017.0,600.0,145947.0,0.9758163729239656,2020-07-29 00:00:00.000,0,,,,,,,,,,231; 287; 304,HP40369; HP40369; HP40369,441; 441; 441,npn,FMMT618C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,7.0,31.0,29.0
601526,631495,FMMT618,9Y44AXLES.3: 10(unprobed),ST,SMD,SOT23,CU,TA,191726.0,189805.0,574.0,1396.0,187835.0,0.9896209267406022,2020-07-27 00:00:00.000,0,,,,,,,,,,292; 287; 287; 292,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT618C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,7.0,31.0,27.0
601524,631494,FMMT618,9Y44AXLES.3: 10(unprobed),ST,SMD,SOT23,CU,TA,191065.0,190752.0,751.0,1287.0,188714.0,0.9893159704747525,2020-07-27 00:00:00.000,0,,,,,,,,,,231; 292; 248; 287,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT618C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,7.0,31.0,27.0
601522,631493,FMMT614-7-55,9Z04LOPED.5: 6(unprobed),HT,SMD,SOT23,AU,TA,170481.0,169499.0,947.0,155.0,168397.0,0.9934984867167358,,0,,,,,,,,,,275; 322; 293; 293; 322; 293,AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101,105; 105; 105; 105; 105; 105,npn,ZTX614C,TRÄGERBAND TB 401 LS-N  85 my,       335: Blown on Test;        335: Grenzwert;        335: ICBO-Fehler;        335: ICES-Fehler;        335: IEBO-Fehler;        335: Kurzschluss;        335: Offen;        335: RTHI-Fehler;        335: Totalausfall;        335: VCESAT-Fehler;        338: Blown on Test;        338: Grenzwert;        338: ICBO-Fehler;        338: ICES-Fehler;        338: IEBO-Fehler;        338: Offen;        338: RTHI-Fehler;        338: Totalausfall,,,,
601521,631492,FMMT560,9Z23LARDS.6: 10(probed),VT,SMD,SOT23,AU,TA,184062.0,183766.0,8702.0,17.0,175047.0,0.9525537912345048,2020-08-03 00:00:00.000,1164,False,False,Ausbeute,HFE,<div>GW 5% (HFE) -&gt; beim Q-Tester 90% gut - schon schelchte Verteilung von Waferfab.</div>,minsung-kim,2020-07-31 08:03:53.320,minsung-kim,2020-07-31 08:02:10.790,304; 287; 236; 236,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,pnp,FMMT560C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,8.0,32.0,3.0
601519,631491,FMMT491,9Z29GROUP.4: 6(unprobed),HT,SMD,SOT23,CU,TA,193610.0,187291.0,164.0,173.0,186954.0,0.9982006610034652,2020-07-20 00:00:00.000,0,,,,,,,,,,248; 328; 325; 325,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT491C,TRÄGERBAND TB 401 LS-N  85 my,       333: Rückstellmuster,2020.0,7.0,30.0,20.0
601518,631490,FMMT491,9Z29GROUP.4: 6(unprobed),HT,SMD,SOT23,CU,TA,193100.0,193440.0,1278.0,801.0,191361.0,0.9892524813895781,2020-07-16 00:00:00.000,0,,,,,,,,,,248; 328; 248; 325,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,npn,FMMT491C,TRÄGERBAND TB 401 LS-N  85 my,       332: Ausfall Gurter;        332: Rückstellmuster,2020.0,7.0,29.0,16.0
601516,631489,FMMT491,9Z29SHONE.6: 4(unprobed),HT,SMD,SOT23,CU,TA,126136.0,116150.0,268.0,1830.0,114052.0,0.9819371502367628,2020-07-16 00:00:00.000,0,,,,,,,,,,304,HP40186,1023,npn,FMMT491C,TRÄGERBAND TB 401 LS-N  85 my,       332: Grenzwert;        332: Rückstellmuster;        332: Totalausfall;        332: Vision,2020.0,7.0,29.0,16.0
601514,631488,FMMT459,9Z29POTCH.4: 10(unprobed),VT,SMD,SOT23,AU,TA,199705.0,198730.0,277.0,83.0,198370.0,0.9981884969556685,2020-07-31 00:00:00.000,0,,,,,,,,,,304; 231; 304,HP40369; HP40369; HP40369,441; 441; 441,npn,ZTX459C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,7.0,31.0,31.0
601513,631487,FMMT417,9Z05TROOP.9: 1(unprobed),HT,SMD,SOT23,AU,TD,37855.0,37749.0,2406.0,295.0,35048.0,0.9284484357201516,,0,,,,,,,,,,,,,npn,ZTX417C,TRÄGERBAND TB 401 LS-N  85 my,       334: Blown on Test;        334: Grenzwert;        334: Totalausfall,,,,
600701,631288,ZXMP3A13F,9Y37SLUSH.4: 6(probed),UMOS,SMD,SOT23,CU,TA,115343.0,114345.0,346.0,2692.0,111307.0,0.9734312825221916,2020-07-21 00:00:00.000,0,,,,,,,,,,231; 231; 325,HP40171; HP40171; HP40171,250; 250; 250,pMOSe,ZXMP3A13C,TRÄGERBAND TB 401 LS-N  85 my,       334: Grenzwert;        334: IGSS@27V;        334: Rückstellmuster;        334: Totalausfall,2020.0,7.0,30.0,21.0
600626,631286,ZDT795AQ,9Z11DRANK.5: 9(ringprobed),2MT,SMD,SM8,AU,TA,57089.0,56998.0,369.0,100.0,56529.0,0.9917716411102144,2020-07-31 00:00:00.000,0,,,,,,,,,,,,,2pnp,2xFZT755AD,TRÄGERBAND TB 4407-B,,2020.0,7.0,31.0,31.0
600621,631282,FZT751Q,9Y40THREE.4: 2(probed); 9Y07ACCRA.4: 13(unprobed),MT,SMD,SOT223,AU,TC,192468.0,190413.0,1136.0,1421.0,187856.0,0.9865712950271253,2020-07-20 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),       333: Grenzwert;        333: Rückstellmuster;        333: Totalausfall;        333: Vision,2020.0,7.0,30.0,20.0
600620,631281,FZT653Q,9Y32RURAL.4: 11(unprobed),MT,SMD,SOT223,AU,TA,142914.0,138240.0,594.0,1853.0,135793.0,0.982298900462963,2020-07-07 00:00:00.000,1106,False,False,Prozessfehler,,"<div>TP1 falscher Draht, 45µm statt 50µm</div>",felix-kannemann,2020-06-26 10:13:45.970,ingo-hoerselmann,2020-06-26 10:13:14.797,,,,npn,,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision;        342: Grenzwert;        342: Rückstellmuster;        342: Totalausfall;        342: Vision,2020.0,7.0,28.0,7.0
600619,631280,FZT651,9Z30MULES.4: 12(unprobed),MT,SMD,SOT223,CU,TA,157368.0,157392.0,58.0,600.0,156734.0,0.9958193554945614,2020-07-06 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,28.0,6.0
600618,631279,FZT651,9Z30MULES.4: 12(unprobed),MT,SMD,SOT223,CU,TA,157368.0,156960.0,476.0,361.0,156123.0,0.9946674311926605,2020-07-03 00:00:00.000,0,,,,,,,,,,,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,27.0,3.0
600617,631278,FZT605-79,9Z28ROYAL.4: 16(unprobed),MT,SMD,SOT223,AU,TA,213840.0,213408.0,2161.0,798.0,210449.0,0.9861345404108562,2020-07-17 00:00:00.000,0,,,,,,,,,,,,,npn,FZT605D,LEADFRAME DZN 2000 (all over Ag),       333: Grenzwert;        333: Rückstellmuster;        333: Totalausfall;        333: Vision,2020.0,7.0,29.0,17.0
600616,631277,FZT493,9Z25EOSIN.6: 4(unprobed),LT,SMD,SOT223,CU,TA,126124.0,127008.0,1234.0,2037.0,123737.0,0.9742457168052406,2020-07-10 00:00:00.000,0,,,,,,,,,,,,,npn,FZT493D,LEADFRAME DZN 2000 (all over Ag),         5: Grenzwert;          5: Rückstellmuster;          5: Totalausfall;          5: Vision,2020.0,7.0,28.0,10.0
600614,631275,ZX5T955G,9Z29VIPER.5: 21(unprobed),HT,SMD,SOT223,PD,TA,203789.0,200406.0,1395.0,1358.0,197653.0,0.9862628863407283,2020-07-22 00:00:00.000,1153,False,True,Allg. & ZVR.,,"<div>1 QF BVCBO</div>

<div>FA: Lotpunkt an Chipkante</div>

<div>Passivierung bei Final Test beschädigt, nicht detektiert -&gt; CB-Kurzschluss, erst bei Q-Messung detektiert</div>

<div>Posten bereits ausgeliefert</div>",felix-kannemann,2020-07-28 15:03:06.050,felix-kannemann,2020-07-24 08:23:30.300,,,,,,LEADFRAME DZN 2000 (all over Ag),       334: Grenzwert;        334: Rückstellmuster;        334: Totalausfall;        334: Vision,2020.0,7.0,30.0,22.0
600613,631274,ZX5T955G,9Z29FAIRS.5: 24(unprobed),HT,SMD,SOT223,PD,TA,199000.0,197568.0,1213.0,4106.0,192249.0,0.9730776239067055,2020-07-14 00:00:00.000,0,,,,,,,,,,,,,,,LEADFRAME DZN 2000 (all over Ag),         5: Grenzwert;          5: Rückstellmuster;          5: Totalausfall;          5: Vision,2020.0,7.0,29.0,14.0
600612,631273,ZX5T1951G,9Z26JEWEL.6: 8(ringprobed),HT,SMD,SOT223,AU,TA,105182.0,104634.0,2810.0,297.0,101527.0,0.9703060190760173,2020-07-23 00:00:00.000,0,,,,,,,,,,,,,,X19P60BD,LEADFRAME DZN 2000 (all over Ag),       338: Grenzwert;        338: Totalausfall;        338: Vision,2020.0,7.0,30.0,23.0
600611,631272,ZXMP6A17G,9Z27BATCH.5: 24(probed),UMOS,SMD,SOT223,CU,TA,181065.0,181440.0,997.0,2238.0,178205.0,0.9821704144620811,2020-07-09 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),         5: Grenzwert;          5: Rückstellmuster;          5: Totalausfall;          5: Vision,2020.0,7.0,28.0,9.0
600610,631271,ZXMP6A17G,9Z18WAILS.6: 3(probed); 9Z18WAILS.1: 20(probed),UMOS,SMD,SOT223,CU,TA,154933.0,155520.0,282.0,1178.0,154060.0,0.9906121399176955,2020-07-07 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       342: Grenzwert;        342: Rückstellmuster;        342: Totalausfall;        342: Vision,2020.0,7.0,28.0,7.0
600609,631270,ZXMP6A17G,9Z18OWLET.5: 16(probed),UMOS,SMD,SOT223,CU,TA,114076.0,113760.0,226.0,330.0,113204.0,0.995112517580872,2020-07-06 00:00:00.000,0,,,,,,,,,,,,,pMOSe,ZXMP6A17D,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,28.0,6.0
600607,631269,ZXMN6A09G,9Z25DONGA.3: 18(probed),UMOS,SMD,SOT223,CU,TA,58546.0,58176.0,195.0,253.0,57728.0,0.9922992299229924,2020-07-15 00:00:00.000,0,,,,,,,,,,,,,nMOSe,ZXMN6A09D,LEADFRAME DZN 2000 (all over Ag),       315: Grenzwert;        315: IGSS@27V;        315: Rückstellmuster;        315: Totalausfall;        315: Vision,2020.0,7.0,29.0,15.0
600606,631268,ZXMN0545G4,9Z06ANGEL.4: 1(ringprobed),UMOS,SMD,SOT223,AU,TA,12683.0,12672.0,5.0,96.0,12571.0,0.9920296717171717,2020-07-15 00:00:00.000,0,,,,,,,,,,,,,,ZVN0545XD,TRÄGERBAND TB 4405-B,       332: Grenzwert;        332: Rückstellmuster;        332: Totalausfall;        332: Vision,2020.0,7.0,29.0,15.0
600229,631214,ZXTP2029F,9Y32MOURN.8: 4(probed); 9Z26WIDEN.6: 2(ringprobed),SS6,SMD,LFSOT23,AU,TA,55362.0,54663.0,1264.0,609.0,52790.0,0.9657355066498363,2020-07-21 00:00:00.000,0,,,,,,,,,,325; 328; 325,HP40171; HP40171; HP40171,250; 250; 250,,X23P41BD,LEADFRAME DZN 1011,       334: Grenzwert;        334: Rückstellmuster;        334: Totalausfall,2020.0,7.0,30.0,21.0
600228,631213,ZXTP2027F,9Z21SNAPS.4: 5(unprobed),SS6,SMD,LFSOT23,AU,TA,51045.0,50810.0,2905.0,434.0,47471.0,0.9342845896477071,2020-07-23 00:00:00.000,0,,,,,,,,,,292; 231; 231,HP40171; HP40171; HP40171,250; 250; 250,,X23P20BD,LEADFRAME DZN 1011,       335: Grenzwert;        335: Rückstellmuster;        335: Totalausfall,2020.0,7.0,30.0,23.0
600227,631212,ZXTN25100DFH,9Z23COPED.3: 10(probed),SS6,SMD,LFSOT23,AU,TA,220759.0,219070.0,2028.0,794.0,216248.0,0.9871182726982243,2020-07-29 00:00:00.000,0,,,,,,,,,,304; 304; 292; 287; 292; 231; 287; 287; 292,HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250; 250; 250; 250; 250,,X25N100DD,LEADFRAME DZN 1020,,2020.0,7.0,31.0,29.0
600226,631211,ZXTN25020DFH,9Z23BAULK.5: 5(unprobed),SS6,SMD,LFSOT23,AU,TA,116455.0,115706.0,7012.0,379.0,108315.0,0.9361225865555806,,1156,False,True,Ausbeute,,"<div>6% GW (ICEV)</div>

<div>FA:</div>

<div>BE3 (BVCBO, ICEV) Chipkleber über Kante hochgezogen</div>

<div>BE5 (ICEV) gallertartiger Rückstand auf Die</div>",felix-kannemann,2020-07-28 15:15:24.780,felix-kannemann,2020-07-28 12:14:34.003,248; 292; 287; 248; 287,HP40171; HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250; 250,,X25N20DD,LEADFRAME DZN 1020,,,,,
600225,631210,ZXTN23015CFH,9Z18SKIPS.3: 3(unprobed),SS6,SMD,LFSOT23,AU,TA,30627.0,29942.0,364.0,339.0,29239.0,0.9765212744639636,2020-07-20 00:00:00.000,0,,,,,,,,,,325; 325; 325; 325,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,,X23N15CD,LEADFRAME DZN 1011,       333: Grenzwert;        333: Rückstellmuster;        333: Totalausfall,2020.0,7.0,30.0,20.0
600224,631209,ZXTN2031F,9Z27HENRY.4: 1(ringprobed); 9Z27HENRY.3: 6(unprobed),SS6,SMD,LFSOT23,AU,TA,70664.0,69650.0,2701.0,503.0,66446.0,0.9539985642498205,2020-07-22 00:00:00.000,0,,,,,,,,,,248; 248; 325,HP40171; HP40171; HP40171,250; 250; 250,,X23N49CD,LEADFRAME DZN 1011,       335: Grenzwert;        338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall,2020.0,7.0,30.0,22.0
600223,631208,ZXTN2020F,9Y51SLATE.3: 1(probed); 9Z29BEANS.5: 1(ringprobed); 9Z29BEANS.3: 2(probed); 9Z29BEANS.4: 6(unprobed),SS6,SMD,LFSOT23,AU,TA,99049.0,97214.0,828.0,683.0,95703.0,0.9844569712181374,2020-07-22 00:00:00.000,0,,,,,,,,,,248; 325; 248; 231,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,,X23N70BD,LEADFRAME DZN 1011,       338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall,2020.0,7.0,30.0,22.0
600222,631207,ZXCT1008F,9Z31WAVED.2: 7(probed),IC,SMD,LFSOT23,AU,TA,102212.0,102156.0,24537.0,21.0,77598.0,0.7596029601785504,,0,,,,,,,,,,292; 248,AOT40100; AOT40100,104; 104,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,       335: CJ1-Leakage;        335: Grenzwert;        335: Load offen;        335: NoStart@2.5V;        335: Totalausfall;        335: Vin offen;        338: CJ1-Leakage;        338: Grenzwert;        338: Load offen;        338: NoStart@2.5V;        338: Totalausfall;        338: Vin offen,,,,
600021,631204,ZHT431FM,9Z24QUERN.8: 3(ringprobed); 9Z24DAMNS.5: 1(ringprobed),IC,SMD,LFSOT23,AU,TA,80127.0,79668.0,166.0,620.0,78882.0,0.9901340563337853,2020-07-31 00:00:00.000,0,,,,,,,,,,293; 287; 304,AOT40101; HP40186; HP40186,103; 1023; 1023,,ZR43101XF,LEADFRAME DZN 1020,       332: GND offen;        332: Grenzwert;        332: Iz_off >25nA;        332: Totalausfall;        332: Vref offen;        332: Vz offen,2020.0,7.0,31.0,31.0
600019,631202,ZXRE1004DF,9Z27TEACH.2: 4(probed),IC,SMD,SOT23,AU,TA,79601.0,79221.0,29.0,44.0,79148.0,0.999078527158203,2020-07-27 00:00:00.000,0,,,,,,,,,,287; 292,HP40171; HP40171,250; 250,,ZXRE100401C,TRÄGERBAND TB 401 L-A veredelt,,2020.0,7.0,31.0,27.0
600018,631201,ZXMP6A13F,9Z28SEWED.4: 6(probed),UMOS,SMD,SOT23,CU,TA,114289.0,111303.0,2605.0,1857.0,106841.0,0.9599112333000908,2020-07-16 00:00:00.000,0,,,,,,,,,,322; 325; 225,HP40186; HP40186; HP40186,1023; 1023; 1023,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,       332: Gate Rupted;        332: Grenzwert;        332: Rückstellmuster;        332: Totalausfall;        332: Vision,2020.0,7.0,29.0,16.0
600017,631200,ZXMN6A07FQ,9Z21YUMMY.3: 9(probed),UMOS,SMD,SOT23,AU,TA,155844.0,154650.0,1677.0,1479.0,151494.0,0.9795926285160039,2020-07-24 00:00:00.000,0,,,,,,,,,,225; 304,HP40186; HP40186,1023; 1023,nMOSe,ZXMN6A07C,TRÄGERBAND TB 401 LS-N  85 my,       338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall;        338: Vision,2020.0,7.0,30.0,24.0
600016,631199,ZXMN2A01F,9Y35GHOUL.1: 6(probed),UMOS,SMD,SOT23,CU,TA,99930.0,97113.0,299.0,406.0,96408.0,0.9927404158042693,2020-07-24 00:00:00.000,0,,,,,,,,,,325; 293,HP40369; HP40369,441; 441,nMOSe,ZXMN2A01C,TRÄGERBAND TB 401 LS-N  85 my,       333: Ausfall Gurter;        333: Rückstellmuster,2020.0,7.0,30.0,24.0
600014,631198,ZRB500F02,9Y34EXPEL.14: 2(unprobed),IC,SMD,SOT23,AU,TA,42370.0,42316.0,264.0,37.0,42015.0,0.9928868513091975,2020-07-22 00:00:00.000,0,,,,,,,,,,293,HP40186,1023,,ZRB50002C,TRÄGERBAND TB 401 L-A veredelt,       338: Grenzwert;        338: Rückstellmuster;        338: Totalausfall;        338: Vision,2020.0,7.0,30.0,22.0
600013,631197,ZR285F02,9Y51NAKED.19: 1(ringprobed),IC,SMD,SOT23,AU,TA,20650.0,20391.0,59.0,226.0,20106.0,0.9860232455495072,,0,,,,,,,,,,322,AOT40101,105,,ZR28502C,TRÄGERBAND TB 401 L-A veredelt,       315: Grenzwert;        315: Totalausfall,,,,
600011,631195,FMMT720,9Z25DAISY.5: 11(unprobed),ST,SMD,SOT23,CU,TA,211472.0,211104.0,1449.0,590.0,209065.0,0.9903412536001213,2020-07-23 00:00:00.000,0,,,,,,,,,,325; 248; 231; 248,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,pnp,,TRÄGERBAND TB 401 LS-N  85 my,       338: Ausfall Gurter;        338: Rückstellmuster,2020.0,7.0,30.0,23.0
600010,631194,FMMT720,9Z25DAISY.5: 11(unprobed),ST,SMD,SOT23,CU,TA,212358.0,211649.0,923.0,579.0,210147.0,0.9929033446886119,2020-07-21 00:00:00.000,0,,,,,,,,,,325; 325; 231; 231,HP40369; HP40369; HP40369; HP40369,441; 441; 441; 441,pnp,,TRÄGERBAND TB 401 LS-N  85 my,       334: Ausfall Gurter;        334: Rückstellmuster,2020.0,7.0,30.0,21.0
600008,631192,FMMT624,9Z17WEANS.4: 7(ringprobed),ST,SMD,SOT23,CU,TA,112410.0,112750.0,669.0,965.0,111116.0,0.9855077605321507,2020-07-15 00:00:00.000,0,,,,,,,,,,231; 225; 304,HP40369; HP40369; HP40369,441; 441; 441,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,         5: Ausfall Gurter;          5: Rückstellmuster,2020.0,7.0,29.0,15.0
600007,631191,FMMT596,9Z23WITTY.6: 4(unprobed),HT,SMD,SOT23,CU,TA,128885.0,118670.0,191.0,827.0,117652.0,0.9914215892811999,2020-07-07 00:00:00.000,0,,,,,,,,,,292; 304; 231,HP40186; HP40186; HP40186,1023; 1023; 1023,pnp,FMMT596C,TRÄGERBAND TB 401 LS-N  85 my,       342: Grenzwert;        342: Rückstellmuster;        342: Totalausfall;        342: Vision,2020.0,7.0,28.0,7.0
600006,631190,FMMT593,9Y52CARED.7: 4(unprobed),HT,SMD,SOT23,CU,TC,124947.0,124154.0,329.0,1318.0,122507.0,0.986734217181887,2020-07-10 00:00:00.000,0,,,,,,,,,,289; 325; 225,HP40186; HP40186; HP40186,1023; 1023; 1023,pnp,,TRÄGERBAND TB 401 LS-N  85 my,         5: Grenzwert;          5: Rückstellmuster;          5: Totalausfall;          5: Vision,2020.0,7.0,28.0,10.0
600005,631189,FMMT560,9Z17SIEVE.6: 8(unprobed),VT,SMD,SOT23,AU,TA,159552.0,158430.0,573.0,67.0,157790.0,0.9959603610427318,2020-07-31 00:00:00.000,0,,,,,,,,,,231; 231; 287,HP40171; HP40171; HP40171,250; 250; 250,pnp,FMMT560C,TRÄGERBAND TB 401 LS-N  85 my,,2020.0,7.0,31.0,31.0
600001,631185,BFS17N,9GCU-6063: 2(n/a),RF,SMD,SOT23,AU,TA,156294.0,147868.0,72.0,4111.0,143685.0,0.9717112559850678,2020-07-20 00:00:00.000,0,,,,,,,,,,293; 328; 328,HP40171; HP40171; HP40171,250; 250; 250,npn,,TRÄGERBAND TB 401 LS-N  85 my,       334: Grenzwert;        334: Rückstellmuster;        334: Totalausfall,2020.0,7.0,30.0,20.0
598703,631000,FZT751,9Z28SINGE.7: 4(probed); 9Z28PIERS.6: 3(probed); 9Z28SINGE.6: 3(probed),MT,SMD,SOT223,CU,TA,115101.0,115344.0,348.0,764.0,114232.0,0.9903592731308087,2020-07-03 00:00:00.000,0,,,,,,,,,,,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,27.0,3.0
597957,630907,ZXTN5551G,9Z13SHAKE.7: 1(unprobed),LT,SMD,SOT223,AU,TA,92912.0,91872.0,3594.0,496.0,87782.0,0.9554815395332636,2020-07-09 00:00:00.000,1114,False,True,Allg. & ZVR.,RTHjc,<div>2-4% Rth Ausfälle </div>,martin-krausse,2020-07-06 11:09:20.100,martin-krausse,2020-07-06 11:05:57.880,,,,npn,ZXTN5551C,TRÄGERBAND TB4404-B,       342: Grenzwert;        342: Rückstellmuster;        342: Totalausfall;        342: Vision,2020.0,7.0,28.0,9.0
597956,630906,ZXTN25100DG,9Z17LAXER.3: 9(probed),SS6,SMD,SOT223,AU,TA,185978.0,186480.0,385.0,1806.0,184289.0,0.9882507507507508,2020-07-06 00:00:00.000,1113,False,True,Q-Fehler,"EB-short, VCEsat","<div>2 QF: </div>

<div>1x EB-short: Partikel</div>

<div>1x VCEsat: keine Assemblyfehler</div>",felix-kannemann,2020-07-02 13:51:08.757,felix-kannemann,2020-07-02 11:22:47.783,,,,npn,,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,28.0,6.0
597955,630905,ZXMP7A17G,9Z29AGLOW.6: 1(probed); 9Z28MANGE.6: 2(probed); 9Z29GAMMA.7: 1(probed),UMOS,SMD,SOT223,AU,TA,29250.0,29232.0,32.0,152.0,29048.0,0.9937055281882868,2020-07-07 00:00:00.000,0,,,,,,,,,,,,,,ZXMP7A17G,LEADFRAME DZN 2000 (all over Ag),       331: Grenzwert;        331: IGSS@27V;        331: Rückstellmuster;        331: Totalausfall;        331: Vision,2020.0,7.0,28.0,7.0
