index,a_lot,device,wafer_info,device_group,package,bond_wire,ship_package,final_test_output,final_test_yield,delivery_date,quality_id,release,scrapped,transistor_type,chip_configuration,lead_frame,soft_solder,ongoing_process,ongoing_input,ongoing_reject,ongoing_output,ongoing_done_date,beginning_process,beginning_input,beginning_reject,beginning_output,beginning_done_date,progress,progress2,current_step,comment_for_lot_step,progress2_comment_2
2997,501372,ZXCT1008QF,9Y33EARTH.2: 10(probed),IC,LFSOT23,AU,TC,122731.0,97.22,2019-09-04,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,AUSLIEFERN,120000.0,0.0,120000.0,2019-09-04 00:00:00,SÄGEN,127356.0,0.0,127356.0,2019-08-27 00:00:00,0.942240648261566,1.0008340283569641,AUSLIEFERN,Ausgeliefert,Erledigt
2998,501371,ZMR500QF,9Y36ROMAN.5: 3(unprobed); 9Y36ROMAN.8: 2(ringprobed); 9Y36ROMAN.6: 1(ringprobed),IC,LFSOT23,AU,TA,119928.0,98.26,2019-09-10,0,,,,ZMR500XF,LEADFRAME DZN 1011,,AUSLIEFERN,117000.0,0.0,117000.0,2019-09-10 00:00:00,SÄGEN,121646.0,0.0,121646.0,2019-08-28 00:00:00,0.9618072110879108,1.017240929601711,AUSLIEFERN,Ausgeliefert,Erledigt
2999,501370,ZMR500F,9Y36ROMAN.5: 12(unprobed),IC,LFSOT23,AU,TA,142347.0,59.77,2019-09-11,865,True,False,,ZMR500XF,LEADFRAME DZN 1011,,AUSLIEFERN,144000.0,0.0,144000.0,2019-09-18 00:00:00,SÄGEN,244656.0,0.0,244656.0,2019-08-26 00:00:00,0.5885815185403178,1.0320361212642442,AUSLIEFERN,Ausgeliefert,Erledigt
3000,501369,ZMR330F,9Y32PADDY.5: 5(unprobed); 9Y30TOKYO.4: 6(unprobed),IC,LFSOT23,AU,TA,106953.0,48.74,2019-09-06,0,,,,ZMR330F,LEADFRAME DZN 1011,,AUSLIEFERN,105000.0,0.0,105000.0,2019-09-06 00:00:00,SÄGEN,224250.0,0.0,224250.0,2019-08-22 00:00:00,0.4682274247491639,1.0425872049726446,AUSLIEFERN,Ausgeliefert,Erledigt
3001,501368,ZHT431F02,9Y36HEALS.5: 2(ringprobed),IC,LFSOT23,AU,TA,39807.0,99.32,2019-09-19,0,,,,ZR43102XF,LEADFRAME DZN 1020,,AUSLIEFERN,39000.0,0.0,39000.0,2019-09-19 00:00:00,SÄGEN,40178.0,0.0,40178.0,2019-09-04 00:00:00,0.9706804719000448,1.0061919504643964,AUSLIEFERN,Ausgeliefert,Erledigt
3002,501367,ZXMP10A13FQ,9Y30NEEDS.4: 8(probed),UMOS,SOT23,AU,TA,153877.0,98.59,2019-09-09,0,,,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,153000.0,0.0,153000.0,2019-09-09 00:00:00,SÄGEN,156690.0,0.0,156690.0,2019-08-23 00:00:00,0.9764503159103963,1.0114833105253764,AUSLIEFERN,Ausgeliefert,Erledigt
3003,501366,ZXMN3B01F,9Y30CAPED.4: 11(probed),UMOS,SOT23,CU,TA,186005.0,98.82,2019-09-02,0,,,,ZXMN3B01C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,183000.0,0.0,183000.0,2019-09-02 00:00:00,SÄGEN,194418.0,0.0,194418.0,2019-08-21 00:00:00,0.9412708699811746,1.0111055859439748,AUSLIEFERN,Ausgeliefert,Erledigt
3004,501365,ZRC250F01,9Y26BUNKS.7: 3(ringprobed),IC,SOT23,AU,TA,62218.0,99.64,2019-09-19,0,,,,ZR28501C,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,60000.0,0.0,60000.0,2019-09-19 00:00:00,SÄGEN,63308.0,0.0,63308.0,2019-09-09 00:00:00,0.9477475200606559,1.0101010101010102,AUSLIEFERN,Ausgeliefert,Erledigt
3005,501364,ZR285F02,9Y31TRAIL.27: 2(unprobed),IC,SOT23,AU,TA,41908.0,99.0,2019-09-24,0,,,,ZR28502C,TRÄGERBAND TB 401 L-A veredelt,,AUSLIEFERN,42000.0,0.0,42000.0,2019-09-24 00:00:00,SÄGEN,42330.0,0.0,42330.0,2019-09-09 00:00:00,0.9922041105598866,1.0109763142692085,AUSLIEFERN,Ausgeliefert,Erledigt
3006,501363,FMMT734,9Y24CULTS.9: 6(unprobed),ST,SOT23,CU,TA,113440.0,98.56,2019-09-11,0,,,pnp,FMMT734C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,111000.0,0.0,111000.0,2019-09-11 00:00:00,SÄGEN,115338.0,0.0,115338.0,2019-08-26 00:00:00,0.9623888050772512,1.0088799614626032,AUSLIEFERN,Ausgeliefert,Erledigt
3007,501362,FMMT722,9Y36PEKAN.4: 12(unprobed),ST,SOT23,CU,TA,222424.0,97.46,2019-09-13,0,,,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,222000.0,0.0,222000.0,2019-09-13 00:00:00,SÄGEN,227329.0,0.0,227329.0,2019-08-28 00:00:00,0.9765582041886429,1.0096278475370992,AUSLIEFERN,Ausgeliefert,Erledigt
3008,501361,FMMT722,9Y36PEKAN.4: 12(unprobed),ST,SOT23,CU,TA,221315.0,98.67,2019-09-06,0,,,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,219000.0,0.0,219000.0,2019-09-06 00:00:00,SÄGEN,227791.0,0.0,227791.0,2019-08-26 00:00:00,0.9614076060950608,1.0048683347175127,AUSLIEFERN,Ausgeliefert,Erledigt
3009,501360,FMMT722,9Y31THUDS.4: 1(probed); 9Y31NUDGE.8: 6(unprobed); 9Y31NUDGE.9: 1(ringprobed),ST,SOT23,CU,TA,143778.0,98.61,2019-09-03,0,,,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,144000.0,0.0,144000.0,2019-09-03 00:00:00,SÄGEN,147667.0,0.0,147667.0,2019-08-23 00:00:00,0.9751670989456006,1.0016973204596678,AUSLIEFERN,Ausgeliefert,Erledigt
3010,501359,FMMT625,9Y33FILCH.3: 10(ringprobed),ST,SOT23,CU,TA,147727.0,98.35,2019-09-05,0,,,npn,FMMT625C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,147000.0,0.0,147000.0,2019-09-05 00:00:00,SÄGEN,171754.0,0.0,171754.0,2019-08-21 00:00:00,0.8558752634582019,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
3011,501358,FMMT620,9Y23TOPAZ.4: 2(unprobed),ST,SOT23,CU,TA,34310.0,96.2,2019-08-28,0,,,npn,FMMT620C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,36000.0,0.0,36000.0,2019-08-28 00:00:00,SÄGEN,38851.0,0.0,38851.0,2019-08-21 00:00:00,0.9266170754935523,1.0748193706335463,AUSLIEFERN,Ausgeliefert,Erledigt
3012,501357,FMMT619,9Y28QUAIL.3: 11(unprobed),ST,SOT23,CU,TA,204093.0,97.98,2019-09-09,0,,,npn,FMMT619C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,204000.0,0.0,204000.0,2019-09-09 00:00:00,SÄGEN,209145.0,0.0,209145.0,2019-08-26 00:00:00,0.9753998422147314,1.0137300794585489,AUSLIEFERN,Ausgeliefert,Erledigt
3013,501356,FMMT618Q,9Y34GNARL.5: 1(unprobed); 9Y28FIRMS.6: 1(unprobed),ST,SOT23,AU,TA,35736.0,98.36,2019-09-09,0,,,npn,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,36000.0,0.0,36000.0,2019-09-09 00:00:00,SÄGEN,37996.0,0.0,37996.0,2019-08-28 00:00:00,0.9474681545425835,1.017092809718887,AUSLIEFERN,Ausgeliefert,Erledigt
3014,501355,FMMT596,9Y33TUBAS.6: 2(unprobed),HT,SOT23,CU,TA,62756.0,97.84,2019-09-13,0,,,pnp,FMMT596C,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,66000.0,0.0,66000.0,2019-09-13 00:00:00,SÄGEN,64318.0,0.0,64318.0,2019-08-27 00:00:00,1.0261513106750833,1.0625623852915607,AUSLIEFERN,Ausgeliefert,Erledigt
3015,501354,FMMT591,9Y34COBLE.6: 2(unprobed),HT,SOT23,CU,TA,54343.0,99.88,2019-09-17,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,AUSLIEFERN,51000.0,0.0,51000.0,2019-09-17 00:00:00,SÄGEN,60030.0,0.0,60030.0,2019-08-27 00:00:00,0.8495752123938031,1.1074918566775245,AUSLIEFERN,Ausgeliefert,Erledigt
3016,501271,ZXTP19020CFF,9Y32EPOCH.5: 4(ringprobed),MT,SOT23F,CU,TA,42293.0,97.25,2019-09-10,0,,,pnp,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,39000.0,0.0,39000.0,2019-09-10 00:00:00,SÄGEN,43180.0,0.0,43180.0,2019-08-27 00:00:00,0.9031959240389069,1.0181172662246123,AUSLIEFERN,Ausgeliefert,Erledigt
3017,501270,ZXTN19100CFF,9Y34SKIED.8: 1(unprobed); 9Y34SKIED.7: 7(ringprobed),MT,SOT23F,CU,TA,94497.0,97.36,2019-09-09,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,96000.0,0.0,96000.0,2019-09-09 00:00:00,SÄGEN,97508.0,0.0,97508.0,2019-08-25 00:00:00,0.984534602289043,1.0159052668338677,AUSLIEFERN,Ausgeliefert,Erledigt
3018,501269,ZXTN07045EFF,9Y32BENCH.3: 8(unprobed),MT,SOT23F,CU,TA,93727.0,92.72,2019-09-12,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,93000.0,0.0,93000.0,2019-09-12 00:00:00,SÄGEN,104912.0,0.0,104912.0,2019-08-30 00:00:00,0.8864572212902242,0.9897196858438159,AUSLIEFERN,Ausgeliefert,Erledigt
3019,501267,ZXMS6004FF,9Y25HULLO.4: 16(probed),SVMOS,SOT23F,AU,TA,209922.0,99.44,2019-10-04,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,204000.0,0.0,204000.0,2019-10-04 00:00:00,SÄGEN,211437.0,0.0,211437.0,2019-09-14 00:00:00,0.9648264021907235,1.0052281720122795,AUSLIEFERN,Ausgeliefert,Erledigt
3020,501266,ZXMS6004FF,9Y20VEERS.9: 3(probed),SVMOS,SOT23F,AU,TA,39994.0,99.75,2019-10-04,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,39000.0,0.0,39000.0,2019-10-04 00:00:00,SÄGEN,40201.0,0.0,40201.0,2019-09-13 00:00:00,0.9701251212656402,1.0287794455142578,AUSLIEFERN,Ausgeliefert,Erledigt
3021,501265,ZXMS6004FFQ,9Y20ALKYL.8: 1(probed); 9Y25FLAGS.7: 2(probed),SVMOS,SOT23F,AU,TA,39736.0,99.63,2019-09-30,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,39000.0,0.0,39000.0,2019-09-30 00:00:00,SÄGEN,39927.0,0.0,39927.0,2019-09-13 00:00:00,0.9767826282966414,1.0038610038610039,AUSLIEFERN,Ausgeliefert,Erledigt
3022,501264,ZXMS6004FFQ,9Y28TIMID.7: 3(probed); 9Y28TIMID.6: 1(probed),SVMOS,SOT23F,AU,TA,51484.0,99.78,2019-09-30,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,51000.0,0.0,51000.0,2019-09-30 00:00:00,SÄGEN,53889.0,0.0,53889.0,2019-09-11 00:00:00,0.9463898012581418,1.0104612458392772,AUSLIEFERN,Ausgeliefert,Erledigt
3023,500556,ZDT6790,9Y31WHINE.3: 12(probed); 9Y32SISSY.5: 1(ringprobed); 9Y32SISSY.6: 10(unprobed),2MT,SM8,CU,TA,141282.0,98.8,2019-09-03,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,140000.0,0.0,140000.0,2019-09-03 00:00:00,SÄGEN,141859.0,0.0,141859.0,2019-08-20 00:00:00,0.9868954384282985,1.0081588858404085,AUSLIEFERN,Ausgeliefert,Erledigt
3024,500555,ZDT6790,9Y31GREYS.4: 12(ringprobed); 9Y35SLATE.5: 15(unprobed); 9Y31GREYS.6: 3(unprobed),2MT,SM8,CU,TA,188072.0,99.47,2019-09-02,0,,,pnp-npn,,TRÄGERBAND TB 4407-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,188000.0,0.0,188000.0,2019-09-02 00:00:00,SÄGEN,190213.0,0.0,190213.0,2019-08-18 00:00:00,0.9883656742704232,1.0,AUSLIEFERN,Ausgeliefert,Erledigt
3025,500490,ZXMS6004FF,9Y26SEARS.5: 5(probed),SVMOS,SOT23F,AU,TA,64776.0,99.08,2019-10-04,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,57000.0,0.0,57000.0,2019-10-04 00:00:00,SÄGEN,66206.0,0.0,66206.0,2019-09-07 00:00:00,0.8609491586865239,1.0042991049404468,AUSLIEFERN,Ausgeliefert,Erledigt
3026,500488,ZXMS6004FF,9Y22PLASM.5: 2(probed); 9Y22PLASM.4: 22(probed),SVMOS,SOT23F,AU,TA,318274.0,99.57,2019-10-01,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,312000.0,0.0,312000.0,2019-10-01 00:00:00,SÄGEN,321164.0,0.0,321164.0,2019-09-05 00:00:00,0.9714662913651593,1.0056308883395164,AUSLIEFERN,Ausgeliefert,Erledigt
3027,499745,ZXTP2008G,9Y29RUNGS.14: 1(unprobed); 9Y29RUNGS.12: 1(probed); 9Y29RUNGS.9: 4(probed),HT,SOT223,PD,TA,46731.0,99.27,2019-08-23,0,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,46000.0,0.0,46000.0,2019-08-23 00:00:00,SÄGEN,47197.0,0.0,47197.0,2019-08-17 00:00:00,0.9746382185308389,1.003402844428933,AUSLIEFERN,Ausgeliefert,Erledigt
3028,499743,ZXTN2007G,9Y17SEALS.5: 5(unprobed),HT,SOT223,PD,TA,41651.0,93.56,2019-08-28,0,,,,ZX5T849D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,41000.0,0.0,41000.0,2019-08-28 00:00:00,SÄGEN,44702.0,0.0,44702.0,2019-08-16 00:00:00,0.9171849134266923,1.0029354207436398,AUSLIEFERN,Ausgeliefert,Erledigt
3029,499742,ZXMS6002G,9Y31THESE.8: 3(unprobed),SVMOS,SOT223,AU,TA,15275.0,92.25,2019-09-17,0,,,,BSP75ND,TRÄGERBAND TB 4405-B,MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,16000.0,0.0,16000.0,2019-09-17 00:00:00,SÄGEN,16600.0,0.0,16600.0,2019-08-30 00:00:00,0.963855421686747,1.0885834807456798,AUSLIEFERN,Ausgeliefert,Erledigt
3030,499717,ZXMS6002G,9Y31GILTS.10: 2(ringprobed),SVMOS,SOT223,AU,TA,9843.0,94.38,2019-09-17,0,,,,BSP75ND,TRÄGERBAND TB 4405-B,MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,9000.0,0.0,9000.0,2019-09-17 00:00:00,SÄGEN,10638.0,0.0,10638.0,2019-08-28 00:00:00,0.8460236886632826,1.0258748432691212,AUSLIEFERN,Ausgeliefert,Erledigt
3031,499709,ZXMP6A17G,9Y28FINCH.5: 22(probed),UMOS,SOT223,AU,TA,126598.0,99.56,2019-09-04,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,127000.0,0.0,127000.0,2019-09-04 00:00:00,SÄGEN,136784.0,0.0,136784.0,2019-08-15 00:00:00,0.9284711662182712,1.0057653319817537,AUSLIEFERN,Ausgeliefert,Erledigt
3032,499703,ZXMP6A17G,9Y28EMERY.5: 19(probed),UMOS,SOT223,AU,TA,129389.0,97.09,2019-08-26,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,128000.0,0.0,128000.0,2019-08-26 00:00:00,SÄGEN,133272.0,0.0,133272.0,2019-08-15 00:00:00,0.9604418032294856,1.0153733876981168,AUSLIEFERN,Ausgeliefert,Erledigt
3033,499696,ZXMN6A09G,9Y33INFER.5: 12(probed),UMOS,SOT223,CU,TA,37568.0,98.08,2019-09-02,0,,,nMOSe,ZXMN6A09D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,38000.0,0.0,38000.0,2019-09-02 00:00:00,SÄGEN,38076.0,0.0,38076.0,2019-08-21 00:00:00,0.998003992015968,1.0266940451745379,AUSLIEFERN,Ausgeliefert,Erledigt
3034,499690,ZX5T851G-36,9Y35WRAPS.1: 5(probed); 9Y35WRAPS.5: 8(ringprobed); 9Y35WRAPS.4: 6(probed),HT,SOT223,AU,TC,160104.0,99.09,2019-09-06,0,,,,,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,160000.0,0.0,160000.0,2019-09-06 00:00:00,SÄGEN,161180.0,0.0,161180.0,2019-08-20 00:00:00,0.9926789924308227,1.0045834118164123,AUSLIEFERN,Ausgeliefert,Erledigt
3035,499685,ZVP4424G,9Y32PHYLA.4: 2(probed); 9Y32PHYLA.6: 2(ringprobed),MOSFET-H,SOT223,CU,TA,15833.0,94.56,2019-10-07,864,True,False,pMOSe,ZVP4424GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,15000.0,0.0,15000.0,2019-10-07 00:00:00,SÄGEN,32877.0,0.0,32877.0,2019-08-16 00:00:00,0.45624600784743136,1.0539629005059021,AUSLIEFERN,Ausgeliefert,Erledigt
3036,499684,ZVN2110G,9Y36NAKED.5: 3(unprobed),MOSFET-M,SOT223,CU,TA,39125.0,97.13,2019-09-06,0,,,nMOSe,ZVN2110D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,38000.0,0.0,38000.0,2019-09-06 00:00:00,SÄGEN,40392.0,0.0,40392.0,2019-08-21 00:00:00,0.9407803525450584,1.0010273701957273,AUSLIEFERN,Ausgeliefert,Erledigt
3037,499683,ZVP0545G,9Y30BITTS.7: 3(probed); 9Y30BITTS.8: 6(unprobed),MOSFET-M,SOT223,AU,TA,101164.0,99.51,2019-09-02,0,,,pMOSe,ZVP0545XD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,101000.0,0.0,101000.0,2019-09-02 00:00:00,SÄGEN,104091.0,0.0,104091.0,2019-08-17 00:00:00,0.9703048294280966,1.0007034648118975,AUSLIEFERN,Ausgeliefert,Erledigt
3038,499682,FZT951,9Y34THEIR.5: 12(unprobed),HT,SOT223,CU,TA,62123.0,98.97,2019-09-06,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,58000.0,0.0,58000.0,2019-09-06 00:00:00,SÄGEN,63615.0,300.0,63315.0,2019-08-20 00:00:00,0.916054647397931,1.0002759381898454,AUSLIEFERN,Ausgeliefert,Erledigt
3039,499680,FZT951Q,9Y31SAXON.6: 2(probed); 9Y31SAXON.7: 4(ringprobed),HT,SOT223,AU,TA,28571.0,98.82,2019-09-09,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,28000.0,0.0,28000.0,2019-09-09 00:00:00,SÄGEN,29334.0,0.0,29334.0,2019-08-21 00:00:00,0.9545237608236177,1.0011799620981872,AUSLIEFERN,Ausgeliefert,Erledigt
3040,499676,FZT949,9Y35CROAK.5: 25(unprobed),HT,SOT223,CU,TA,127350.0,98.21,2019-09-10,0,,,pnp,FZT949D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,129000.0,0.0,129000.0,2019-09-10 00:00:00,SÄGEN,130169.0,0.0,130169.0,2019-08-19 00:00:00,0.9910193671304227,1.013489625480229,AUSLIEFERN,Ausgeliefert,Erledigt
3041,499675,FZT857,9Y34LABEL.4: 13(ringprobed); 9Y32PANIC.3: 2(probed),HT,SOT223,AU,TA,72817.0,96.33,2019-09-06,0,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,73000.0,0.0,73000.0,2019-09-06 00:00:00,SÄGEN,76666.0,0.0,76666.0,2019-08-21 00:00:00,0.9521821928886338,1.0059253134904231,AUSLIEFERN,Ausgeliefert,Erledigt
3042,499674,FZT855,9Y34BERTH.4: 5(unprobed),HT,SOT223,CU,TA,26016.0,98.13,2019-08-27,0,,,npn,FZT855D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,26000.0,0.0,26000.0,2019-08-27 00:00:00,SÄGEN,26614.0,0.0,26614.0,2019-08-18 00:00:00,0.9769294356353799,1.0049862780719725,AUSLIEFERN,Ausgeliefert,Erledigt
3043,499673,FZT849,9Y33HIGHS.6: 7(unprobed),HT,SOT223,CU,TA,35736.0,96.95,2019-09-06,0,,,npn,FZT849D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,AUSLIEFERN,36000.0,0.0,36000.0,2019-09-06 00:00:00,SÄGEN,36959.0,0.0,36959.0,2019-08-19 00:00:00,0.9740523282556346,1.0156580617858655,AUSLIEFERN,Ausgeliefert,Erledigt
3044,499671,FZT749,9Y31ASKED.4: 2(probed),MT,SOT223,CU,TA,23471.0,98.9,2019-09-05,0,,,pnp,FZT749D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,24000.0,0.0,24000.0,2019-09-05 00:00:00,SÄGEN,23832.0,0.0,23832.0,2019-08-22 00:00:00,1.0070493454179255,1.0226691665246292,AUSLIEFERN,Ausgeliefert,Erledigt
3045,499670,FZT692BQ,9Y32SHAKE.4: 19(probed),MT,SOT223,AU,TA,242644.0,99.65,2019-09-05,0,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,241000.0,0.0,241000.0,2019-09-05 00:00:00,SÄGEN,243131.0,0.0,243131.0,2019-08-19 00:00:00,0.9912351777436855,1.0030549474332615,AUSLIEFERN,Ausgeliefert,Erledigt
3046,499669,FZT651,9Y34NOTCH.4: 25(unprobed),MT,SOT223,CU,TA,324783.0,99.36,2019-09-09,0,,,npn,FZT651D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,321000.0,0.0,321000.0,2019-09-09 00:00:00,SÄGEN,327850.0,0.0,327850.0,2019-08-23 00:00:00,0.9791062986121702,1.0029651524288317,AUSLIEFERN,Ausgeliefert,Erledigt
3047,499668,FZT603,9Y32POLYP.4: 8(unprobed),MT,SOT223,CU,TA,105786.0,98.8,2019-09-06,0,,,npn,FZT603D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,106000.0,0.0,106000.0,2019-09-06 00:00:00,SÄGEN,106920.0,0.0,106920.0,2019-08-22 00:00:00,0.9913954358398803,1.0077003517444625,AUSLIEFERN,Ausgeliefert,Erledigt
3048,499667,FZT560,9Y32QUITE.5: 11(unprobed),VT,SOT223,AU,TA,170084.0,76.55,2019-09-02,0,,,pnp,FZT560D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,AUSLIEFERN,170000.0,0.0,170000.0,2019-09-02 00:00:00,SÄGEN,222167.0,0.0,222167.0,2019-08-16 00:00:00,0.7651901497522134,1.0076163945114542,AUSLIEFERN,Ausgeliefert,Erledigt
3049,499666,FZT558,9W41FARAD.6: 1(unprobed),LT,SOT223,AU,TA,29340.0,97.02,2019-09-12,0,,,pnp,FZT558D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,29000.0,0.0,29000.0,2019-09-12 00:00:00,SÄGEN,32813.0,0.0,32813.0,2019-09-06 00:00:00,0.8837960564410448,0.9187973259829547,AUSLIEFERN,Ausgeliefert,Läuft
3050,499665,BSP75N,9Y38AFFIX.4: 1(probed); 9Y38AFFIX.5: 4(ringprobed); 9Y38AFFIX.6: 20(unprobed),SVMOS,SOT223,AU,TA,134305.0,97.66,2019-09-10,0,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,136000.0,0.0,136000.0,2019-09-10 00:00:00,SÄGEN,138017.0,0.0,138017.0,2019-08-25 00:00:00,0.9853858582638371,1.0126205279029075,AUSLIEFERN,Ausgeliefert,Erledigt
3051,499664,BSP75N,9Y31BRICK.10: 2(unprobed); 9Y31BRICK.8: 1(ringprobed); 9Y31BRICK.9: 1(unprobed),SVMOS,SOT223,AU,TA,21285.0,97.89,2019-09-09,0,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,21000.0,0.0,21000.0,2019-09-09 00:00:00,SÄGEN,21771.0,0.0,21771.0,2019-08-19 00:00:00,0.9645859170456111,1.0050251256281406,AUSLIEFERN,Ausgeliefert,Erledigt
3052,499663,BSP75N,9Y34EASED.8: 1(unprobed); 9Y34EASED.7: 1(probed); 9Y34EASED.6: 15(ringprobed),SVMOS,SOT223,AU,TA,88445.0,94.06,2019-09-09,0,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,87000.0,0.0,87000.0,2019-09-09 00:00:00,SÄGEN,92357.0,0.0,92357.0,2019-08-16 00:00:00,0.9419968167004126,1.022038438043325,AUSLIEFERN,Ausgeliefert,Erledigt
3053,499662,BSP75NQ,9Y34EASED.5: 5(probed),SVMOS,SOT223,AU,TA,25724.0,97.09,2019-09-09,0,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,25000.0,0.0,25000.0,2019-09-09 00:00:00,SÄGEN,26619.0,0.0,26619.0,2019-08-16 00:00:00,0.9391787820729554,1.0039354268733436,AUSLIEFERN,Ausgeliefert,Erledigt
3054,499661,BSP75G,9Y36SEALS.5: 24(unprobed),SVMOS,SOT223,AU,TA,128297.0,96.95,2019-09-12,0,,,,BSP75D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,128000.0,0.0,128000.0,2019-09-12 00:00:00,SÄGEN,132849.0,0.0,132849.0,2019-08-27 00:00:00,0.9634999134355546,0.9979495255841513,AUSLIEFERN,Ausgeliefert,Erledigt
3055,499460,ZTL431AFF,9Y10TOKEN.8: 1(probed),IC,SOT23F,CU,TA,48001.0,94.7,2019-09-13,0,,,,,TRÄGERBAND TB 301-6 6-row,,AUSLIEFERN,48000.0,0.0,48000.0,2019-09-13 00:00:00,SÄGEN,52723.0,0.0,52723.0,2019-08-29 00:00:00,0.9104186028867857,1.0204732444671216,AUSLIEFERN,Ausgeliefert,Erledigt
